Vᵢⱼ,Ƹᵢⱼ,γ1,Vᵢⱼ_std,Ƹᵢⱼ_std,γ1_std,τ,n_data,raw_ssr_sum,raw_neglogprob_sum,param_penalty_sum,loss_final_sum
0.45961393068325046,-0.6086274245761083,0.10502030723328949,2.519422673991474,2.6909447220941796,0.8667658558467183,1.4207292028196314,16,3.610500807555998,10.151610815023371,0.38473205505372077,10.536342870077092
0.4596139306832502,-0.6086274245761084,0.10502030723328945,2.5194226639914734,2.69094472209418,0.8667658558467181,1.4207292028196312,16,3.708982348947295,10.296565063065438,0.5268506120973679,10.823415675162806
0.4596139280717601,-0.6086274151930577,0.10502030692550499,2.5194226597989964,2.6909447242584417,0.8667658542716233,1.4207292006160155,16,3.6819420004618744,10.299570680319778,0.8658911679936261,11.165461848313402
0.45952897210319443,-0.6086502048864232,0.10501420022092534,2.5192766000345523,2.6910209272272128,0.8667159867621452,1.4206756106717058,16,3.6883809418453533,10.305587084180349,0.408924597953194,10.714511682133544
0.45961557889389526,-0.6086272353792759,0.10502252337635067,2.519424889297785,2.6909423423481478,0.8667684042900234,1.420730199378887,16,3.678558102666618,10.372706876299453,0.7427988451029368,11.115505721402393
0.45961495718507905,-0.6086278141434553,0.1050229495906622,2.5194248993570327,2.690941173531186,0.8667666776236076,1.4207311799823392,16,3.7061035852001094,10.399504368677988,0.6629274405932442,11.062431809271235
0.45961393068209117,-0.6086274245763822,0.10502030723315287,2.5194226739896126,2.69094472209514,0.8667658558460191,1.4207292028186531,16,3.6901894345418893,10.410377752033757,0.5993003927391269,11.009678144772884
0.45961393415927887,-0.6086274236440659,0.10502030748315418,2.5194226699675912,2.690944728976702,0.8667658578870814,1.4207292050123215,16,3.719435041599942,10.417651922948789,0.7652039144813931,11.182855837430182
0.45961495720579865,-0.6086278141523846,0.1050229645509731,2.519424861862472,2.690941173449164,0.8667666776346411,1.4207311800298652,16,3.7186316900834964,10.420135079993829,0.6172341681552388,11.037369248149068
0.45962540903526156,-0.6086357342798513,0.10506054659799424,2.519454109418604,2.6908878303149484,0.8667686870593233,1.4207627401784946,16,3.709913187313788,10.427219523573955,0.5947842418194873,11.022003765393443
0.4570392503328634,-0.6093177747175414,0.10483523346295101,2.514996177584366,2.6932538250910363,0.8652545670274217,1.4191050861017145,16,3.718259555336447,10.449374455526524,0.8792605121755122,11.328634967702037
0.45961512168007884,-0.6086276904470237,0.10502289465851224,2.519424899462376,2.6909413660339747,0.8667670624829328,1.420730997872671,16,3.714114257540384,10.455130592859327,0.32491796340627865,10.780048556265603
0.45961393068325046,-0.6086274245761083,0.10502030723328949,2.519422663991474,2.6909447220941796,0.8667658558467183,1.4207292028196314,16,3.7591969183232017,10.462683612662357,0.5454502931352468,11.008133905797603
0.4596139306809322,-0.608627424576656,0.10502030723301627,2.519422663987752,2.6909447320961006,0.8667658558453201,1.4207292028176752,16,3.7187536204791147,10.47647798185263,0.548559551875246,11.025037533727875
0.45961391909153837,-0.6086274273145832,0.1050203058671158,2.519422645382179,2.690944731700764,0.8667658488552901,1.420729203038365,16,3.735127152647725,10.486476207246948,0.7422012748190012,11.228677482065947
0.45961498421835406,-0.6086278085821438,0.10502299104298027,2.5194249021010933,2.6909411229932596,0.8667667141511894,1.4207312263313823,16,3.7246295826385585,10.490572628631977,0.7762777568110499,11.266850385443025
0.45961495720579865,-0.6086278141523846,0.1050229496498119,2.519424861862472,2.690941173449164,0.8667666776346411,1.4207311800298652,16,3.7651232003676416,10.494384853389198,0.6510300085716922,11.145414861960887
0.45092024351063487,-0.610958500394961,0.10439538559478885,2.504476153023055,2.698741658556993,0.8616628253985072,1.4152451967466977,16,3.7378509169600447,10.50398904913555,0.7692012351839035,11.273190284319455
0.45961495720579865,-0.6086278290535458,0.1050229496498119,2.519424861862472,2.690941173449164,0.8667666776346411,1.4207311800298652,16,3.76637016311376,10.519296275440873,0.8602072773084423,11.379503552749316
0.45961496626739035,-0.6086278258849303,0.10502300516003418,2.519424940029933,2.690941087396042,0.866766663132409,1.42073123552152,16,3.73690763521817,10.521215250680587,0.9173466699310273,11.438561920611615
