Vᵢᵢ,Vᵢⱼ,Vᵢᵢ_std,Vᵢⱼ_std,τ,n_data,raw_ssr_sum,raw_neglogprob_sum,param_penalty_sum,loss_final_sum
0.8001306804583481,0.20612217626595514,4.0,4.0,0.5,24,1.2512253753345126,3.7463338421203436,0.27011301415711125,2.5292601921342492
0.8001306804583481,0.20612216626595514,4.0,4.0,0.5,24,1.2512253753607823,3.7463338422567842,0.27011301392852904,2.52926019198189
0.8001306804583481,0.20612216626595514,4.0,3.99999999,0.5,24,1.2512253753686555,3.7463338422721346,0.27011301392650433,2.529260192062629
0.8001306804583481,0.20612216626595514,3.99999999,4.0,0.5,24,1.2512253754668183,3.7463338424643795,0.27011301391648196,2.529260192146786
0.8001306904583482,0.20612216626595514,4.0,4.0,0.5,24,1.2512253756339442,3.7463338427436526,0.2701130136828284,2.5292601919977593
0.8001306804583481,0.20612216626595514,4.0,4.0,0.50000001,24,1.2512253752187625,3.746333857461011,0.27011301378075425,2.5292602023546675
0.7847277242414021,0.05677018728443744,4.0,4.0,0.5,24,1.251203730130315,3.747652093807083,0.26820775007710357,2.5281108254350015
0.7847277242414021,0.056770182383276246,4.0,4.0,0.5,24,1.2512037301436238,3.747652093875838,0.2682077500384721,2.5281108254350473
0.7847277242414021,0.056770172383276245,4.0,4.0,0.5,24,1.2512037301707783,3.7476520940161206,0.26820774995965063,2.5281108254351405
0.7847277242414021,0.056770172383276245,4.0,4.0,0.5,24,1.2512037301707783,3.7476520940161206,0.26820774995965063,2.5281108254351405
0.7847277242414021,0.056770172383276245,4.0,3.99999999,0.5,24,1.2512037301806236,3.747652094041532,0.26820774995596275,2.528110825519841
0.7847277242414021,0.056770172383276245,4.0,3.9999999403953552,0.5,24,1.2512037302294587,3.7476520941675875,0.2682077499376691,2.5281108259399896
0.7847277242414021,0.056770172383276245,3.99999999,4.0,0.5,24,1.2512037302746533,3.747652094219735,0.2682077499479524,2.528110825598267
0.7847277342414022,0.056770172383276245,4.0,4.0,0.5,24,1.2512037304437094,3.7476520945005665,0.26820774969856104,2.5281108254351556
0.7847277391425633,0.056770172383276245,4.0,4.0,0.5,24,1.2512037305774775,3.7476520947380005,0.26820774957059695,2.5281108254351636
0.7847277242414021,0.056770172383276245,3.9999999403953552,4.0,0.5,24,1.2512037307899215,3.7476520952297587,0.2682077498899236,2.5281108264074543
0.7847277242414021,0.056770172383276245,4.0,4.0,0.50000001,24,1.2512037300502066,3.747652109274463,0.26820774981504053,2.528110835836612
0.7847277242414021,0.056770172383276245,4.0,4.0,0.5000000149011612,24,1.2512037299911118,3.7476521167528225,0.2682077497441648,2.5281108409345405
0.8004190309165069,0.10455396277764181,4.0,4.0,0.5,24,1.2515030895511954,3.7477467406012646,0.26830149413639454,2.5282395748415984
0.8004190309165069,0.10455395277764182,4.0,4.0,0.5,24,1.2515030895780621,3.747746740740283,0.26830149400966097,2.528239574792899
0.8004190309165069,0.10455395277764182,4.0,3.99999999,0.5,24,1.2515030895872623,3.747746740762417,0.26830149400649844,2.5282395748762845
0.8004190309165069,0.10455395277764182,3.99999999,4.0,0.5,24,1.2515030896841324,3.747746740947913,0.2683014939976097,2.528239574957808
0.800419040916507,0.10455395277764182,4.0,4.0,0.5,24,1.2515030898511958,3.7477467412269547,0.2683014937642719,2.528239574808965
0.8004190309165069,0.10455395277764182,4.0,4.0,0.50000001,24,1.2515030894439554,3.7477467559642177,0.26830149386425767,2.5282395851769026
0.7893966562336944,0.056171060064135664,4.0,4.0,0.5,24,1.2513327998294268,3.747886838507221,0.2680822361346755,2.5281119682018947
0.7893966562336944,0.05617105006413566,4.0,4.0,0.5,24,1.2513327998565833,3.7478868386475073,0.268082236056456,2.528111968202595
0.7893966562336944,0.05617105006413566,4.0,3.99999999,0.5,24,1.251332799866437,3.7478868386729625,0.26808223605276155,2.528111968287313
0.7893966562336944,0.05617105006413566,3.99999999,4.0,0.5,24,1.2513327999611108,3.747886838852312,0.2680822360446531,2.52811196836625
0.7893966662336944,0.05617105006413566,4.0,4.0,0.5,24,1.2513328001295703,3.7478868391326152,0.2680822358000415,2.5281119682073725
0.7893966562336944,0.05617105006413566,4.0,4.0,0.50000001,24,1.2513327997331796,3.747886853898571,0.2680822359119552,2.528111978600575
0.7934339575517253,0.056868964759952303,4.0,4.0,0.5,24,1.2514411275831303,3.7480730127931983,0.2679850132275344,2.5281147044976007
0.7934339575517253,0.0568689547599523,4.0,4.0,0.5,24,1.2514411276102813,3.748073012933457,0.267985013148616,2.5281147044975842
0.7934339575517253,0.0568689547599523,4.0,3.99999999,0.5,24,1.2514411276201254,3.7480730129588635,0.2679850131449291,2.5281147045822836
0.7934339575517253,0.0568689547599523,3.99999999,4.0,0.5,24,1.2514411277153732,3.7480730131392903,0.26798501313672246,2.5281147046616956
0.7934339675517253,0.0568689547599523,4.0,4.0,0.5,24,1.2514411278833166,3.7480730134191145,0.26798501289624377,2.5281147045064802
0.7934339575517253,0.0568689547599523,4.0,4.0,0.50000001,24,1.2514411274843293,3.748073028178007,0.26798501300418126,2.528114714892404
0.8887492156900982,-0.00791311192040633,4.0,3.7222330846441913,0.5,24,1.254558715050303,3.7545890945581073,0.26559794095963163,2.53148338826354
0.8887492156900982,-0.00791312192040633,4.0,3.7222330946441913,0.5,24,1.2545587150688198,3.7545890946845493,0.26559794094780953,2.531483388237033
0.8887492156900982,-0.00791312192040633,4.0,3.7222330846441913,0.5,24,1.2545587150821618,3.754589094721741,0.2655979409423779,2.531483388338673
