sample_ratio,corr_overall_excluding_std,pf_time_mean_s,pf_time_std_s,grid_time_mean_s,grid_time_std_s,n_predictors,n_games_per_dyad
0.1,0.9485614013839613,0.4374191999959294,0.010829712154294709,17.413773199994466,0.24499027743186105,4,6
