dyad_key,player_uuid_predictor,player_uuid_chooser,round,Vᵢᵢ_true_predictor,Vᵢᵢ_std_true_predictor,Vᵢⱼ_true_predictor,Vᵢⱼ_std_true_predictor,temp_true_predictor,n_games_true_predictor,Vᵢᵢ_true_chooser,Vᵢᵢ_std_true_chooser,Vᵢⱼ_true_chooser,Vᵢⱼ_std_true_chooser,temp_true_chooser,n_games_true_chooser,Vᵢᵢ_fitted_predictor,Vᵢⱼ_fitted_predictor,Vᵢᵢ_std_fitted_predictor,Vᵢⱼ_std_fitted_predictor,temp_fitted_predictor,Vᵢᵢ_sim_pred_predictor,Vᵢⱼ_sim_pred_predictor,Vᵢᵢ_std_sim_pred_predictor,Vᵢⱼ_std_sim_pred_predictor,Vᵢᵢ_Vᵢⱼ_cov_fitted_predictor,Vᵢᵢ_Vᵢⱼ_cov_sim_pred_predictor,temp_sim_pred_predictor
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_10, robot_chooser_Vii=(1.0,1.0)_Vij=(0.0,1.0)_t=0.5_n=24~101.00.5_10)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_10","robot_chooser_Vii=(1.0,1.0)_Vij=(0.0,1.0)_t=0.5_n=24~101.00.5_10",14,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.0,1.0,0.5,24,0.9997419438443853,-0.48021799124593023,0.008027916661515831,0.33300623549238423,0.5160528499809042,0.7780598929265384,-0.4639362560960348,0.23248629346508115,0.30730870083033385,-1.060817100549474e-05,-0.007487752512696822,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_10, robot_chooser_Vii=(1.0,1.0)_Vij=(0.0,1.0)_t=0.5_n=24~101.00.5_10)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_10","robot_chooser_Vii=(1.0,1.0)_Vij=(0.0,1.0)_t=0.5_n=24~101.00.5_10",15,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.0,1.0,0.5,24,0.9997772612858018,-0.25319849335265854,0.007458891741723856,0.2418955031183438,0.5160528499809042,0.8237517621028811,-0.23801320226708342,0.2056626889200722,0.21774533930471693,-1.1173440253872496e-05,-0.007441897965994185,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_10, robot_chooser_Vii=(1.0,1.0)_Vij=(0.0,1.0)_t=0.5_n=24~101.00.5_10)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_10","robot_chooser_Vii=(1.0,1.0)_Vij=(0.0,1.0)_t=0.5_n=24~101.00.5_10",16,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.0,1.0,0.5,24,0.9997778286568292,-0.25319860730033095,0.007449394316788504,0.24189556101242563,0.5160528499809042,0.826667087866717,-0.23839378774161457,0.2027895417830134,0.21799094080662582,-1.1145004032240575e-05,-0.007320992107785208,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_10, robot_chooser_Vii=(1.0,1.0)_Vij=(0.0,1.0)_t=0.5_n=24~101.00.5_10)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_10","robot_chooser_Vii=(1.0,1.0)_Vij=(0.0,1.0)_t=0.5_n=24~101.00.5_10",17,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.0,1.0,0.5,24,0.9997778498794657,-0.2531996739161521,0.007449038827760722,0.24189522336186375,0.5160528499809042,0.827169260546479,-0.2385355872539253,0.2022069206970458,0.2180082412636299,-1.1140804566963912e-05,-0.007257382623263,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_10, robot_chooser_Vii=(1.0,1.0)_Vij=(0.0,1.0)_t=0.5_n=24~101.00.5_10)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_10","robot_chooser_Vii=(1.0,1.0)_Vij=(0.0,1.0)_t=0.5_n=24~101.00.5_10",18,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.0,1.0,0.5,24,0.9997817777282119,-0.26125649651313404,0.007382949748381183,0.23611005396315465,0.5160528499809042,0.8310323981351105,-0.247224759097465,0.1997818560214289,0.21323748942627013,-1.0139947468163151e-05,-0.006637396809434042,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_10, robot_chooser_Vii=(1.0,1.0)_Vij=(0.0,1.0)_t=0.5_n=24~101.00.5_10)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_10","robot_chooser_Vii=(1.0,1.0)_Vij=(0.0,1.0)_t=0.5_n=24~101.00.5_10",19,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.0,1.0,0.5,24,0.9997899856302892,-0.24243975499222203,0.007242892128991057,0.2180755175164545,0.5160528499809042,0.8458260917349526,-0.22327412925190043,0.1873106643021959,0.19576610098715722,-1.1736174149448144e-05,-0.008275075408490633,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_10, robot_chooser_Vii=(1.0,1.0)_Vij=(0.0,1.0)_t=0.5_n=24~101.00.5_10)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_10","robot_chooser_Vii=(1.0,1.0)_Vij=(0.0,1.0)_t=0.5_n=24~101.00.5_10",20,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.0,1.0,0.5,24,0.9997900681339955,-0.24243403153345972,0.007241470507620074,0.2180736481653796,0.5160528499809042,0.8465379051089021,-0.22333152940241044,0.18648279175907362,0.19583646765397872,-1.1741144911967376e-05,-0.008248688882836391,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_10, robot_chooser_Vii=(1.0,1.0)_Vij=(0.0,1.0)_t=0.5_n=24~101.00.5_10)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_10","robot_chooser_Vii=(1.0,1.0)_Vij=(0.0,1.0)_t=0.5_n=24~101.00.5_10",21,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.0,1.0,0.5,24,0.9997904317608916,-0.24260166677160974,0.007235201512763943,0.21794048946574077,0.5160528499809042,0.8474674768767589,-0.22399339132123103,0.18553172378244678,0.1955931676315746,-1.1623390622328463e-05,-0.008062492185857055,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_10, robot_chooser_Vii=(1.0,1.0)_Vij=(0.0,1.0)_t=0.5_n=24~101.00.5_10)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_10","robot_chooser_Vii=(1.0,1.0)_Vij=(0.0,1.0)_t=0.5_n=24~101.00.5_10",22,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.0,1.0,0.5,24,0.9997909656115117,-0.24260178530789742,0.007225987942590906,0.21794055500028883,0.5160528499809042,0.8489950791076213,-0.22434131628564707,0.18406379404813214,0.19570753702736604,-1.1593806169999059e-05,-0.007941113049052172,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_10, robot_chooser_Vii=(1.0,1.0)_Vij=(0.0,1.0)_t=0.5_n=24~101.00.5_10)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_10","robot_chooser_Vii=(1.0,1.0)_Vij=(0.0,1.0)_t=0.5_n=24~101.00.5_10",23,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.0,1.0,0.5,24,0.9997998987995758,-0.13307468815941204,0.007070025432462689,0.16942331977548133,0.5160528499809042,0.8569451548915593,-0.125866971708726,0.17947463850051215,0.1538523306930737,-6.407517970342143e-06,-0.005011593204719431,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11, robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11","robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11",0,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.33,1.0,0.5,24,1.0,-0.9979283538629952,0.4761228796905153,0.6592461219564716,0.5,1.0,-0.6667,1.0,1.0,,,
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11, robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11","robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11",1,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.33,1.0,0.5,24,0.6932337000155819,-0.5497522116795022,0.3054492168211486,0.41303484698699383,0.5,0.33336493609123147,-0.2294024688794191,0.5445305289916571,0.5710619097795306,-1.4094628242311558e-18,0.0,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11, robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11","robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11",2,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.33,1.0,0.5,24,0.7533852227254803,-0.5308762512903575,0.24175185532149504,0.4180334502576355,0.5,0.6234991692282945,-0.15470207816065568,0.31991880137118145,0.5781091367991685,-0.009532676550222684,-0.040500623945998016,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11, robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11","robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11",3,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.33,1.0,0.5,24,0.7571707850914717,-0.5331031552433134,0.23659282193366346,0.41669334045364154,0.5,0.6567717558865542,-0.17989107714280284,0.28700777753129153,0.5709809848217204,-0.007879161507873003,-0.023066117559303028,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11, robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11","robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11",4,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.33,1.0,0.5,24,0.7879340863151812,-0.5072615766437791,0.21861789757188002,0.42141970672205387,0.5,0.6880634409753535,-0.1336923637117784,0.2760556656782908,0.5686680655962467,-0.014712078716466934,-0.036164981437532294,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11, robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11","robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11",5,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.33,1.0,0.5,24,0.7510597097875953,-0.028453189081164034,0.24391252827430818,0.416452703158193,0.5,0.6375078863977686,0.3226111111141547,0.2986675053267861,0.4344005814840696,-0.009701992317568775,-0.014620324619459793,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11, robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11","robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11",6,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.33,1.0,0.5,24,0.7556516719340616,-0.023607458413083655,0.24030444264476195,0.41449883314690816,0.5,0.641951102888876,0.3280696775472459,0.2961909186385902,0.43145371162857843,-0.011560725304193841,-0.016822430365685113,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11, robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11","robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11",7,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.33,1.0,0.5,24,0.7681850800581643,0.05487325112049475,0.23794496153393638,0.3639965098098722,0.5,0.6470537654760224,0.36690753792944397,0.29696094478262197,0.39694474061740753,-0.016479020667810266,-0.019602173011570693,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11, robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11","robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11",8,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.33,1.0,0.5,24,0.7681850800581643,0.05487325112049475,0.23794496153393635,0.3639965098098722,0.5,0.6470537654760224,0.36690753792944397,0.29696094478262197,0.39694474061740753,-0.01647902066781026,-0.019602173011570693,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11, robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11","robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11",9,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.33,1.0,0.5,24,0.7681850800581644,0.05487325112049478,0.23794496153393638,0.36399650980987225,0.5,0.6470537654760224,0.36690753792944397,0.29696094478262197,0.39694474061740753,-0.01647902066781026,-0.019602173011570693,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11, robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11","robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11",10,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.33,1.0,0.5,24,0.7709242068657011,0.059345526607663,0.23638114519223377,0.3625652809533507,0.5,0.6490616030912476,0.3708322533420359,0.2963518225956084,0.3949531446631271,-0.017293237270896367,-0.020570947361837934,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11, robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11","robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11",11,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.33,1.0,0.5,24,0.7736245752645321,0.08943799329146336,0.23640893457896642,0.34772922750332547,0.5,0.6504738373685014,0.38699475191469546,0.2968150025774873,0.38341202079918885,-0.0172977728837944,-0.020714310770935454,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11, robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11","robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11",12,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.33,1.0,0.5,24,0.8176772380168088,-0.039948645855232924,0.20625932592486043,0.26668826252568806,0.5,0.765494615900654,0.08633753765430581,0.23984797753735282,0.27342399404925594,-0.005636159274620409,-4.882554995785341e-05,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11, robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11","robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11",13,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.33,1.0,0.5,24,0.8249578155315013,-0.05064765035823773,0.19956053699619647,0.25893037830226373,0.5,0.7860099618545446,0.058765467289040904,0.2245978945610356,0.25762529522370003,-0.0033411489305518664,0.004581836508947231,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11, robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11","robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11",14,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.33,1.0,0.5,24,0.8347710198683267,-0.037756355488335176,0.19364934097214978,0.2574911274811229,0.5,0.7989730154121701,0.07130924948274188,0.21732752535729463,0.2559247234395469,-0.0034180243828477903,0.003972763763065665,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11, robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11","robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11",15,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.33,1.0,0.5,24,0.8350219704269672,-0.037805427901126426,0.19331949873267404,0.25752520155506264,0.5,0.799561281637665,0.07128186169001312,0.21668797635679315,0.25602671514783515,-0.003392995381806348,0.003990016104205454,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11, robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11","robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11",16,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.33,1.0,0.5,24,0.8356276812257902,-0.03786647116510708,0.19259093183743234,0.25763687191641876,0.5,0.8007487596095373,0.07135628541600375,0.21550068418683424,0.25625805718585737,-0.0033639093306471815,0.003961420621366083,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11, robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11","robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11",17,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.33,1.0,0.5,24,0.8398374552241916,-0.023496349852817608,0.19023657073944394,0.250007462574521,0.5,0.805486474282259,0.08154440760940587,0.21278827536593403,0.25007742621468504,-0.003690599860932905,0.0033892059974163055,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11, robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11","robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11",18,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.33,1.0,0.5,24,0.8335298511889664,0.08546224840729684,0.1930590104026677,0.2283282886501099,0.5,0.8093957319809958,0.17215796958646595,0.2114802952690042,0.22542447915823718,0.0028356368147630768,0.009438841197741101,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11, robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11","robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11",19,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.33,1.0,0.5,24,0.8354154647507582,0.08609384167315134,0.19123949712498212,0.22847750177581816,0.5,0.812057909772787,0.1732133514681326,0.2090701742178985,0.2254975738136548,0.0026728451741415324,0.00909501125543758,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11, robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11","robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11",20,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.33,1.0,0.5,24,0.8465462146995633,0.04661795039252273,0.18472431780626417,0.21369875827128276,0.5,0.8246528812068623,0.11955060336404666,0.20228683630768093,0.2092413823314752,0.0025727696786019597,0.007572585643728092,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11, robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11","robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11",21,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.33,1.0,0.5,24,0.7235092370366394,0.162376878366495,0.21964749969136013,0.18452129537776174,0.5,0.7010983541563988,0.20817554623035725,0.2344204358817181,0.1849886260687607,0.014032337309195423,0.020221081325465098,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11, robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11","robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11",22,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.33,1.0,0.5,24,0.7275293420576486,0.16580104321721736,0.21742202139443162,0.18271572173088074,0.5,0.7057528705296677,0.21163181123794608,0.2318989422970018,0.18338884314590814,0.013393584638740583,0.019433744292838485,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11, robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_11","robot_chooser_Vii=(1.0,1.0)_Vij=(0.33,1.0)_t=0.5_n=24~101.00.5_11",23,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.33,1.0,0.5,24,0.7327738039347602,0.1660481358122688,0.2145346496196637,0.18328914835460539,0.5,0.7132713773913438,0.21272480845674527,0.2282287779927782,0.18406280571296918,0.013316422893557327,0.019232093295747165,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_12, robot_chooser_Vii=(1.0,1.0)_Vij=(0.67,1.0)_t=0.5_n=24~101.00.5_12)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_12","robot_chooser_Vii=(1.0,1.0)_Vij=(0.67,1.0)_t=0.5_n=24~101.00.5_12",0,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.67,1.0,0.5,24,1.0,-0.5629742713626754,0.4772264544203236,0.693966448151274,0.5344519299122604,1.0,-0.6667,1.0,1.0,,,
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_12, robot_chooser_Vii=(1.0,1.0)_Vij=(0.67,1.0)_t=0.5_n=24~101.00.5_12)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_12","robot_chooser_Vii=(1.0,1.0)_Vij=(0.67,1.0)_t=0.5_n=24~101.00.5_12",1,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.67,1.0,0.5,24,0.6923655797316751,-0.3262675269080239,0.30612058220636734,0.5005248516347532,0.5344519299122604,0.33336493609123147,-0.2294024688794191,0.5445305289916571,0.5710619097795306,6.5052130349130266e-18,0.0,0.5
"(robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_12, robot_chooser_Vii=(1.0,1.0)_Vij=(0.67,1.0)_t=0.5_n=24~101.00.5_12)","robot_predictor_Vii=(1.0,1.0)_Vij=(-0.667,1.0)_t=0.5_n=24~101.00.5_12","robot_chooser_Vii=(1.0,1.0)_Vij=(0.67,1.0)_t=0.5_n=24~101.00.5_12",2,1.0,1.0,-0.667,1.0,0.5,24,1.0,1.0,0.67,1.0,0.5,24,0.6923655797316752,0.2811821513594803,0.30612058220636734,0.34093207649185187,0.5344519299122604,0.33336493609123147,0.39551689203054713,0.544530528991657,0.35567227389093614,0.0,-6.938893903907228e-18,0.5
