Vᵢᵢ,Ʌᵢᵢ,αᵢⱼ,βᵢⱼ,γ1,γ3,n_data,raw_ssr_sum,raw_neglogprob_sum,param_penalty_sum,loss_final_sum
1.0,1.0,0.5879785747783856,1.0,0.0001,1.99999999,59,8.847098522740897,27.957397555335838,1.8597360307890047,29.81713358612484
1.0,1.0,0.5879785847783856,1.0,0.0001,2.0,59,8.847098523683742,27.95739755754436,1.8597360542146395,29.817133611758994
1.0,1.0,0.5879785747783856,1.0,0.0001,2.0,59,8.84709852412909,27.957397558838647,1.8597360307919544,29.817133589630593
1.0,1.0,0.5879785747783856,0.99999999,0.0001,2.0,59,8.84709852493582,27.957397560797297,1.8597360073692704,29.81713356816657
0.99999999,1.0,0.5879785747783856,1.0,0.0001,2.0,59,8.847098531402148,27.957397581536952,1.8597360307919544,29.817133612328913
1.0,0.99999999,0.5879785747783856,1.0,0.0001,2.0,59,8.847098531402148,27.957397581536956,1.8597360307919544,29.817133612328917
1.0,1.0,0.5879785747783856,1.0,0.00010001,2.0,59,8.847098545242872,27.95739762530689,1.8597360307949047,29.817133656101785
1.0,1.0,0.35004541825701074,0.5830268209015643,0.0001,1.8044738632864208,59,8.873288430603669,28.024393114550385,0.6984173330661148,28.7228104476165
1.0,1.0,0.35004542825701074,0.5830268109015643,0.0001,1.8044738632864208,59,8.873288431090293,28.02439311546803,0.6984173330661148,28.722810448534144
1.0,1.0,0.35004541825701074,0.5830268109015643,0.0001,1.8044738632864208,59,8.87328843165697,28.02439311710932,0.6984173193032994,28.722810436412622
1.0,1.0,0.35004541825701074,0.5830268109015643,0.0001,1.8044738732864207,59,8.873288432714345,28.02439311977465,0.6984173135382284,28.722810433312883
0.99999999,1.0,0.35004541825701074,0.5830268109015643,0.0001,1.8044738632864208,59,8.873288438975798,28.024393139782187,0.6984173193032994,28.722810459085487
1.0,0.99999999,0.35004541825701074,0.5830268109015643,0.0001,1.8044738632864208,59,8.873288438975798,28.024393139782187,0.6984173193032994,28.722810459085487
1.0,1.0,0.35004541825701074,0.5830268109015643,0.00010001,1.8044738632864208,59,8.873288452922488,28.02439318344755,0.6984173135382284,28.722810496985776
1.0,1.0,0.07381977567564799,0.1358922628030583,0.0001,1.9524110442503022,59,8.93972054090107,28.19360381355309,0.035761036427974825,28.229364849981064
1.0,1.0,0.07381978567564798,0.1358922528030583,0.0001,1.9524110442503022,59,8.93972054128944,28.19360381430604,0.035761036427974825,28.229364850734026
1.0,1.0,0.07381977567564799,0.1358922528030583,0.0001,1.9524110442503022,59,8.93972054177494,28.19360381569476,0.03576103333472234,28.22936484902948
1.0,1.0,0.07381977567564799,0.1358922528030583,0.0001,1.9524110542503021,59,8.93972054197581,28.193603816201872,0.0357610319337983,28.22936484813567
1.0,0.99999999,0.07381977567564799,0.1358922528030583,0.0001,1.9524110442503022,59,8.93972054920996,28.19360383830687,0.03576103333472241,28.229364871641593
