Vᵢᵢ,αᵢⱼ,γ1,γ3,n_data,raw_ssr_sum,raw_neglogprob_sum,param_penalty_sum,loss_final_sum
-0.36379458127783776,0.22600170224905014,1.2863299151755725,0.9663072017825995,41,8.49036914309497,23.511678878106515,3.30297281581704,26.814651693923555
-0.36379459127783775,0.22600170224905014,1.2863299151755725,0.9663072017825995,41,8.490369159022997,23.511678912466188,3.3029728621860563,26.814651774652244
-0.36379459127783775,0.22600170224905014,1.2863299151755725,0.9663072017825995,41,8.490369159022997,23.511678912466188,3.3029728621860563,26.814651774652244
-0.36379459127783775,0.22600171224905014,1.2863299151755725,0.9663072017825995,41,8.490369160623473,23.511678913259722,3.3029728698701146,26.814651783129836
-0.36379459127783775,0.22600170224905014,1.2863299151755725,0.9663072117825996,41,8.490369160148932,23.51167891439204,3.3029728664808875,26.81465178087293
-0.36379459127783775,0.22600170224905014,1.2863299251755724,0.9663072017825995,41,8.490369161169493,23.511678917198306,3.3029728664808875,26.814651783679192
0.02361279842317903,0.13402227456935625,1.1083095949405135,0.8573358189841365,41,8.481735491129422,23.531318426785436,1.6522028956691388,25.183521322454578
0.02361279842317903,0.13402226456935626,1.1083095949405135,0.8573358189841365,41,8.481735493144033,23.53131843067034,1.6522028911123816,25.18352132178272
0.02361279842317903,0.13402226456935626,1.1083096049405134,0.8573358189841365,41,8.481735493413726,23.53131843121584,1.6522028905283537,25.183521321744195
0.02361279842317903,0.13402226456935626,1.1083095949405135,0.8573358289841365,41,8.481735493438222,23.53131843128211,1.6522028905283537,25.183521321810456
0.023612808423179033,0.13402226456935626,1.1083095949405135,0.8573358189841365,41,8.481735509630857,23.531318464004407,1.6522028579152168,25.18352132191962
0.022821027164010365,0.12674721061209498,1.1093248267301192,0.8602843073926478,41,8.482077224734935,23.53188220284374,1.651389184615722,25.183271387459463
0.022821027164010365,0.126747200612095,1.1093248267301192,0.8602843073926478,41,8.48207722695061,23.531882207145493,1.651389180306317,25.183271387451803
0.022821027164010365,0.126747200612095,1.1093248267301192,0.8602843173926479,41,8.482077227197687,23.531882207659493,1.6513891797896723,25.183271387449164
0.022821027164010365,0.126747200612095,1.1093248367301192,0.8602843073926478,41,8.482077227210347,23.53188220767026,1.6513891797896723,25.183271387459932
0.022821037164010367,0.126747200612095,1.1093248267301192,0.8602843073926478,41,8.482077243387685,23.531882240342856,1.6513891470822322,25.183271387425087
0.02284018976900495,0.12679249195383674,1.1100599068174761,0.8594024528845816,41,8.482096029263534,23.531919656270496,1.6513526376228365,25.183272293893335
0.02284018976900495,0.12679248195383674,1.1100599068174761,0.8594024528845816,41,8.482096031483616,23.53191966058116,1.6513526333118917,25.18327229389305
