Ʌᵢᵢ,Vᵢⱼ,Ʌᵢⱼ,αᵢⱼ,βᵢⱼ,γ1,γ2,γ3,n_data,raw_ssr_sum,raw_neglogprob_sum,param_penalty_sum,loss_final_sum
1.0,-0.3178360123718473,0.14155628354079966,1.0,-0.12196175545072196,0.0001,2.0,0.0001,61,4.295483755805595,16.39758180154419,1.9618476608999031,18.359429462444094
1.0,-0.3178360023718473,0.14155627354079967,1.0,-0.12196175545072196,0.0001,2.0,0.0001,61,4.295483755805596,16.39758180154419,1.961847648036919,18.35942944958111
1.0,-0.3178360123718473,0.14155627354079967,1.0,-0.12196175545072196,0.0001,2.0,0.0001,61,4.295483756001334,16.397581802147428,1.9618476544684114,18.35942945661584
1.0,-0.3178360123718473,0.14155627354079967,1.0,-0.12196175545072196,0.0001,1.99999999,0.0001,61,4.295483756046924,16.397581802288272,1.9618476731313448,18.359429475419613
1.0,-0.3178360123718473,0.14155627354079967,1.0,-0.12196174545072197,0.0001,2.0,0.0001,61,4.295483754668996,16.397581805486855,1.9618476387609465,18.3594294442478
1.0,-0.3178360123718473,0.14155627354079967,1.0,-0.12196175545072196,0.0001,2.0,0.00010001,61,4.295483752877902,16.39758180830547,1.961847635805478,18.35942944411095
1.0,-0.3178360123718473,0.14155627354079967,0.99999999,-0.12196175545072196,0.0001,2.0,0.0001,61,4.295483757833652,16.397581814618075,1.9618476387609465,18.35942945337902
0.99999999,-0.3178360123718473,0.14155627354079967,1.0,-0.12196175545072196,0.0001,2.0,0.0001,61,4.295483769889924,16.397581848948075,1.9618476544684114,18.35942950341649
1.0,-0.3178360123718473,0.14155627354079967,1.0,-0.12196175545072196,0.00010001,2.0,0.0001,61,4.29548380986488,16.3975819773719,1.961847635805478,18.359429613177372
1.0,-0.11351546375027363,-0.004206489935827073,0.9069437414568416,-0.06863681478637015,0.0001,2.0,0.0001,61,4.309324707620532,16.539962780154173,1.6088911534029737,18.14885393355715
