Vᵢᵢ,n_data,raw_ssr_sum,raw_neglogprob_sum,param_penalty_sum,loss_final_sum
-0.23813416063785553,39,9.024983033048885,25.180287688723876,2.8360059695160533,28.016293658239928
-0.24364113993942738,39,9.0256076270054,25.180771691154128,2.8612900771572005,28.042061768311328
-0.21500950209519942,39,9.025096083646298,25.183663954599638,2.731058966836005,27.914722921435636
-0.2716075900778918,39,9.032559390036223,25.190802665824684,2.9914238468158523,28.18222651264054
-0.28076550737023354,39,9.03618254475943,25.196816407302588,3.034666527008264,28.23148293431085
-0.28958641862118384,39,9.040286808803423,25.203870691740924,3.076611292520591,28.280481984261517
-0.2905537172318873,39,9.04077321154739,25.20471931463765,3.0812284595629276,28.285947774200583
-0.3179443031549454,39,9.057468063317444,25.23485969875216,3.213407794504363,28.448267493256523
-0.1506807996702264,39,9.04938636147721,25.239670116373745,2.4495226600499667,27.689192776423717
-0.14907152950763702,39,9.050457210346806,25.24196114764349,2.442675952861288,27.684637100504776
-0.3268746050380287,39,9.06410577154153,25.24721800772703,3.2571030023654264,28.50432101009246
-0.32946398413332645,39,9.066137762586688,25.25103218431774,3.269827797449167,28.520859981766904
-0.3318590922281146,39,9.068059903758662,25.254652296302265,3.2816199868687908,28.53627228317106
-0.3338061078229657,39,9.069652477082547,25.25766025119349,3.291221656541821,28.548881907735307
-0.13390567898750305,39,9.061677648738666,25.26570623861882,2.378622864354204,27.644329102973025
-0.3552884303523738,39,9.088983198747671,25.29470215587428,3.3980924494769518,28.69279460535123
-0.3672797306717257,39,9.101143908567373,25.31842652371191,3.458489644525632,28.77691616823754
-0.3691825792193413,39,9.103161739651386,25.32239028689963,3.4681227301897968,28.790513017089435
-0.10306685045361519,39,9.09082550449101,25.326060582144358,2.250999481653868,27.57706006379823
-0.38089755667613984,39,9.116106613113725,25.347986853825667,3.5277244147631457,28.875711268588812
-0.38089756667613983,39,9.116106624543121,25.347986876548518,3.527724465856356,28.875711342404873
-0.38089756667613983,39,9.116106624543121,25.347986876548518,3.527724465856356,28.875711342404873
-0.38754747807979584,39,9.123848409259685,25.36342553682062,3.5617828072623636,28.925208344082986
-0.05561404917170876,39,9.152347170430474,25.450779359363235,2.0614938884960776,27.512273247859312
-0.42293599154800177,39,9.16965199502581,25.456504770882237,3.7457816466789855,29.202286417561222
-0.43073004484176636,39,9.180740983595676,25.479442685733726,3.7869286532439075,29.266371338977628
-0.4436599827236023,39,9.199897442774812,25.51940678385294,3.855685169577397,29.375091953430335
-0.034239076013415914,39,9.186644972788168,25.519647212500377,1.9788533627532061,27.498500575253587
