Vᵢᵢ,γ1,n_data,raw_ssr_sum,raw_neglogprob_sum,param_penalty_sum,loss_final_sum
1.0,1.11840007982279,59,9.256721042862061,29.321181322834597,0.041354807761026985,29.36253613059562
1.0,1.11840006982279,59,9.256721058073873,29.32118132927613,0.04135480077542261,29.36253613005156
0.99999999,1.11840006982279,59,9.256721069214253,29.321181340836326,0.0413548007754229,29.36253614161175
1.0,1.1176341633063154,59,9.25788899219529,29.321688868231504,0.040821499311491774,29.362510367542995
1.0,1.1176341533063154,59,9.257889007481579,29.321688875043176,0.040821492371076476,29.362510367414245
0.99999999,1.1176341533063154,59,9.257889018655343,29.32168888678186,0.040821492371076774,29.362510379152937
1.0,1.1173967206031525,59,9.258252228233099,29.321851967053355,0.04065687052470524,29.362508837578062
1.0,1.1173967106031526,59,9.258252243542492,29.32185197397964,0.040656863598299064,29.362508837577945
0.99999999,1.1173967106031526,59,9.258252254726614,29.3218519857736,0.04065686359829936,29.3625088493719
1.0,1.1173965108422124,59,9.258252549364583,29.321852112340867,0.04065672523588078,29.362508837576748
1.0,1.117396504191707,59,9.258252559546115,29.321852116947262,0.04065672062947884,29.362508837576744
1.0,1.1173964941917072,59,9.25825257485553,29.321852123873658,0.040656713703085434,29.36250883757674
1.0,1.1173964941917072,59,9.25825257485553,29.321852123873658,0.040656713703085434,29.36250883757674
0.99999999,1.1173964941917072,59,9.258252586039657,29.321852135667665,0.04065671370308573,29.362508849370744
0.9999999850988388,1.1173964941917072,59,9.258252591521181,29.321852141448105,0.040656713703086086,29.362508855151187
0.9910032750697925,1.1267057507762668,59,9.25425237639993,29.32666859321776,0.04759910060077939,29.374267693818535
0.9910032650697924,1.1267057607762667,59,9.254252372676998,29.32666859944972,0.04759910860722599,29.374267708056948
0.9910032650697924,1.1267057507762668,59,9.25425238747835,29.326668603983787,0.04759910113158645,29.374267705115372
0.99999999,1.1978885271698922,59,9.165161848187134,29.43036693441802,0.11552161409713438,29.545888548515155
1.0,1.1978885271698922,59,9.165161840375783,29.43036694336468,0.11552161409713407,29.54588855746182
1.0,1.1978885371698922,59,9.16516183236563,29.430366978217542,0.11552162577255742,29.545888603990097
0.915053665572268,1.0732209743690937,59,9.460662431170322,29.625891667280566,0.03710271291978933,29.662994380200356
0.915053675572268,1.0732209643690938,59,9.460662438352411,29.625891679026438,0.0371027035879187,29.662994382614357
0.915053665572268,1.0732209643690938,59,9.460662454785727,29.625891711383442,0.037102708599752156,29.662994419983196
0.8838851898908615,0.7331675744348775,59,10.902585864198414,32.91377514664446,0.2498124677559614,33.16358761440042
0.8838851998908616,0.7331675644348774,59,10.902585890141784,32.91377520504863,0.24981247664830136,33.163587681696924
0.8838851898908615,0.7331675644348774,59,10.902585917713216,32.91377526682971,0.24981248349907492,33.16358775032878
0.8838851898908615,0.7331675644348774,59,10.902585917713216,32.91377526682971,0.24981248349907492,33.16358775032878
0.8838851898908615,0.32004815105278484,59,13.239380586236619,37.859693482465964,1.4036606397395823,39.26335412220554
0.0075680166482925415,0.2853344184745312,59,14.737776188710008,40.87123602323106,4.4122209982397935,45.28345702147086
-0.10816758871078491,0.32004815105278484,59,14.953547607814686,41.30281187476991,4.986591268589646,46.28940314335955
-0.29613298550248146,0.2853344184745312,59,15.239316766424853,41.874770191502954,6.462587448097899,48.33735763960086
-0.29613298550248146,0.9656774791440514,59,18.01632860420434,47.55701007102601,4.9593593170591745,52.51636938808519
-0.620388466890859,0.9565272733309973,59,21.84362409184506,56.31012620939876,7.751268551710993,64.06139476110975
1.0,1.99999999,59,9.383392771986415,57.05066243079449,2.9499999410000015,60.0006623717945
0.99999999,2.0,59,9.383392772518128,57.05066275500847,2.9499999999999997,60.00066275500847
1.0,2.0,59,9.383392772566713,57.05066318543892,2.9499999999999997,60.00066318543894
-0.6766375454379674,1.0596915523833468,59,24.219886465152378,62.776160701152875,8.303295793584647,71.07945649473751
-0.7864295095205307,1.0224862300334296,59,24.97308155607391,65.01964021326636,9.415916267929296,74.43555648119565
-0.982009157538414,1.3731214287329407,59,33.896776011901125,111.82311077848591,11.999360708380243,123.82247148686616
