Vᵢᵢ,Vᵢⱼ,Ƹᵢⱼ,Ʒᵢⱼ,γ1,γ2,γ3,n_data,raw_ssr_sum,raw_neglogprob_sum,param_penalty_sum,loss_final_sum
0.9872308619765975,-0.03860897033060533,-0.04791638520755851,0.466871630900669,0.0001,2.0,0.9241642558693635,39,8.817428951020775,24.74202276923198,0.1291620910330509,24.871184860265036
0.9872308619765975,-0.038608960330605326,-0.04791638520755851,0.466871620900669,0.0001,2.0,0.9241642558693635,39,8.817428947959817,24.74202277188731,0.12916208484273006,24.87118485673004
0.9872308619765975,-0.03860897033060533,-0.04791638520755851,0.466871620900669,0.0001,2.0,0.9241642558693635,39,8.817428952403812,24.742022772776167,0.12916208627126177,24.871184859047432
0.9872308719765975,-0.03860897033060533,-0.04791638520755851,0.466871620900669,0.0001,2.0,0.9241642558693635,39,8.817428952403864,24.742022772776387,0.12916208579880384,24.871184858575194
0.9872308619765975,-0.03860897033060533,-0.04791638520755851,0.466871620900669,0.0001,2.0,0.9241642658693635,39,8.817428953215671,24.742022773974654,0.12916208533718768,24.871184859311843
0.9872308619765975,-0.03860897033060533,-0.04791638520755851,0.466871620900669,0.0001,1.99999999,0.9241642558693635,39,8.817428952765106,24.742022774068346,0.12916208720533603,24.871184861273683
0.9872308619765975,-0.03860897033060533,-0.04791638520755851,0.466871620900669,0.00010001,2.0,0.9241642558693635,39,8.817428952941253,24.7420227749819,0.12916208533718768,24.871184860319094
0.9872308619765975,-0.03860897033060533,-0.04791637520755851,0.466871620900669,0.0001,2.0,0.9241642558693635,39,8.817428954887253,24.742022778246014,0.1291620815094728,24.87118485975549
0.9999956794615015,-0.03787732245995131,-0.06474820570828478,0.439870836872074,0.0001,2.0,0.9291660307898023,39,8.818057111470642,24.74509885955293,0.12351071918194245,24.868609578734873
0.9999956794615015,-0.03787732245995131,-0.06474822060944598,0.4398708219709128,0.0001,2.0,0.9291660307898023,39,8.818057111124968,24.745098859553003,0.12351071918194245,24.868609578734947
0.9999956794615015,-0.03787732245995131,-0.06474820570828478,0.4398708319709128,0.0001,2.0,0.9291660307898023,39,8.818057112383684,24.74509886184061,0.12351071689421463,24.868609578734826
0.9999956794615015,-0.037877337361112505,-0.06474820570828478,0.4398708219709128,0.0001,2.0,0.9291660307898023,39,8.818057118478825,24.74509886441926,0.12351071431482853,24.86860957873409
0.9999956794615015,-0.03787732245995131,-0.06474820570828478,0.4398708219709128,0.0001,2.0,0.9291660307898023,39,8.8180571142466,24.745098866508236,0.1235107122264886,24.868609578734723
0.9999956794615015,-0.03787732245995131,-0.06474820570828478,0.4398708219709128,0.0001,2.0,0.9291660307898023,39,8.8180571142466,24.745098866508236,0.1235107122264886,24.868609578734723
0.9999956894615015,-0.03787732245995131,-0.06474820570828478,0.4398708219709128,0.0001,2.0,0.9291660307898023,39,8.818057114246667,24.74509886650848,0.12351071222632892,24.86860957873481
0.9999956943626627,-0.03787732245995131,-0.06474820570828478,0.4398708219709128,0.0001,2.0,0.9291660307898023,39,8.818057114246699,24.745098866508606,0.12351071222625078,24.868609578734855
0.9999956794615015,-0.03787732245995131,-0.06474820570828478,0.4398708219709128,0.0001,2.0,0.9291660407898024,39,8.818057114936828,24.745098867380744,0.12351071135410298,24.86860957873484
0.9999956794615015,-0.03787732245995131,-0.06474820570828478,0.4398708219709128,0.0001,2.0,0.9291660456909635,39,8.81805711527512,24.745098867808373,0.12351071092653282,24.868609578734908
0.9999956637417103,-0.037877398084892405,-0.06474817894215394,0.4398708190279868,0.0001,2.0,0.9291660086971228,39,8.818057140356862,24.745098867847098,0.12351071088525149,24.868609578732347
0.9999956637417103,-0.037877398084892405,-0.06474819384331514,0.4398708041268256,0.0001,2.0,0.9291660086971228,39,8.818057140011184,24.745098867847165,0.12351071088525149,24.868609578732414
0.9999956794615015,-0.03787731245995131,-0.06474820570828478,0.4398708219709128,0.0001,2.0,0.9291660307898023,39,8.818057111406443,24.745098867910205,0.12351071082502783,24.868609578735235
0.9999956794615015,-0.03787732245995131,-0.06474820570828478,0.4398708219709128,0.0001,1.99999999,0.9291660307898023,39,8.818057114723432,24.745098867960383,0.12351071309887428,24.86860958105926
0.9999956794615015,-0.03787732245995131,-0.06474820570828478,0.4398708219709128,0.00010001,2.0,0.9291660307898023,39,8.818057114914103,24.745098868976452,0.12351071135410308,24.86860958033056
0.9999956794615015,-0.03787732245995131,-0.06474820570828478,0.4398708219709128,0.00010001490116119385,2.0,0.9291660307898023,39,8.818057115241258,24.745098870186165,0.12351071092653282,24.868609581112697
0.9999956794615015,-0.03787732245995131,-0.06474820570828478,0.4398708219709128,0.0001,1.9999999701976776,0.9291660307898023,39,8.818057115667674,24.74509887083597,0.12351071482640087,24.868609585662373
