Vᵢᵢ,Ʌᵢᵢ,αᵢⱼ,βᵢⱼ,γ1,n_data,raw_ssr_sum,raw_neglogprob_sum,param_penalty_sum,loss_final_sum
0.7816958008780275,-0.8083224263495412,-0.2564948082096845,0.44536511039878945,0.24252770888232875,39,8.996212532013834,25.128355193693523,3.1888819591443065,28.317237152837833
-0.6525429768565866,0.6657007393115437,0.021840115572464396,0.33668337090725176,0.9057090082478528,39,8.99307550235948,25.130719256441413,1.9016355034357522,27.032354759877162
-0.6525429768565866,0.6657007393115437,0.021840125572464397,0.33668336090725176,0.9057090082478528,39,8.993075503477888,25.130719259017056,1.9016355034357522,27.032354762452808
-0.6525429768565866,0.6657007393115437,0.021840115572464396,0.33668336090725176,0.9057090082478528,39,8.993075503910852,25.130719259349284,1.90163550011941,27.032354759468696
-0.6525429768565866,0.6657007393115437,0.021840115572464396,0.33668336090725176,0.9057090182478529,39,8.993075504032221,25.130719259878802,1.9016354966306441,27.03235475650944
-0.6525429768565866,0.6657007493115438,0.021840115572464396,0.33668336090725176,0.9057090082478528,39,8.993075511782646,25.13071927620633,1.9016354817411196,27.03235475794745
-0.6525429668565865,0.6657007393115437,0.021840115572464396,0.33668336090725176,0.9057090082478528,39,8.993075511782646,25.13071927620633,1.9016354817411194,27.032354757947445
-0.6553343638346965,0.6642113801016999,0.0036253805853889956,0.300926363114093,0.9684227282421062,39,8.9983873473789,25.140781378991484,1.8783563362544295,27.019137715245908
-0.6553343638346965,0.6642113801016999,0.0036253905853889956,0.300926353114093,0.9684227282421062,39,8.99838734766838,25.140781380007677,1.8783563362544295,27.019137716262108
-0.6553343638346965,0.6642113801016999,0.0036253805853889956,0.300926353114093,0.9684227282421062,39,8.998387349105741,25.140781382263878,1.878356333437326,27.019137715701206
-0.6553343638346965,0.6642113801016999,0.0036253805853889956,0.300926353114093,0.9684227382421062,39,8.99838734940144,25.140781383104034,1.878356332268967,27.019137715372995
-0.6553343638346965,0.6642113901016999,0.0036253805853889956,0.300926353114093,0.9684227282421062,39,8.998387357638135,25.140781400669937,1.878356315019438,27.01913771568938
-0.6553343538346964,0.6642113801016999,0.0036253805853889956,0.300926353114093,0.9684227282421062,39,8.998387357638135,25.140781400669937,1.8783563150194382,27.01913771568938
