Vᵢᵢ,Ƹᵢⱼ,Ʒᵢⱼ,γ1,γ3,n_data,raw_ssr_sum,raw_neglogprob_sum,param_penalty_sum,loss_final_sum
1.0,1.0,0.7284918334053341,2.0,0.2954224615561612,61,3.3065091318692463,11.009466434374588,2.2135630158129156,13.223029450187505
1.0,1.0,0.7284918434053341,2.0,0.2954224615561612,61,3.3065091316084603,11.009466435378663,2.2135630400118007,13.223029475390467
1.0,1.0,0.7284918334053341,2.0,0.2954224715561612,61,3.306509133782526,11.00946643594539,2.213563024084744,13.223029460030137
1.0,1.0,0.7284918334053341,1.99999999,0.2954224615561612,61,3.306509131893653,11.009466436810255,2.2135630075410866,13.223029444351344
1.0,0.99999999,0.7284918334053341,2.0,0.2954224615561612,61,3.306509132984527,11.009466439244479,2.21356299161403,13.22302943085851
0.99999999,1.0,0.7284918334053341,2.0,0.2954224615561612,61,3.3065091432365716,11.00946647584451,2.2135630158129156,13.223029491657423
1.0,0.4253507315372458,0.15301754912798007,1.900877033291348,0.1990829873550528,61,3.451366537359012,11.449065897335817,0.24814571567443508,11.697211613010255
1.0,0.4253507166360846,0.15301754912798007,1.900877061616623,0.1990829873550528,61,3.4513665402449694,11.449065898538198,0.24814571153663992,11.697211610074838
1.0,0.4253507166360846,0.15301756402914127,1.900877033291348,0.1990829873550528,61,3.451366538046229,11.449065903653437,0.24814571567443508,11.697211619327872
1.0,0.4253507166360846,0.15301754912798007,1.900877033291348,0.199083002256214,61,3.4513665399087845,11.44906590482767,0.24814570777939002,11.697211612607063
1.0,0.4253507166360846,0.15301754912798007,1.900877033291348,0.1990829873550528,61,3.451366540360549,11.449065907743558,0.24814570360873262,11.697211611352293
0.9999999850988388,0.4253507166360846,0.15301754912798007,1.900877033291348,0.1990829873550528,61,3.451366555268712,11.449065963243743,0.24814570360873323,11.697211666852477
1.0,0.4072281923257146,0.15319735819124133,1.863870887715779,0.1988482038755851,61,3.45522743761048,11.47458454938065,0.22536091660062754,11.699945465981274
1.0,0.4072281823257146,0.15319735819124133,1.863870897715779,0.1988482038755851,61,3.455227439640578,11.474584552937799,0.22536091051080456,11.699945463448605
1.0,0.4072281823257146,0.15319736819124133,1.863870887715779,0.1988482038755851,61,3.4552274381868315,11.474584553934376,0.22536091660062754,11.699945470535006
1.0,0.4072281823257146,0.15319735819124133,1.863870887715779,0.1988482138755851,61,3.4552274394125155,11.474584554664428,0.22536091051080456,11.699945465175233
1.0,0.4072281823257146,0.15319735819124133,1.863870887715779,0.1988482038755851,61,3.455227439692103,11.47458455655336,0.22536090875466988,11.69994546530803
0.99999999,0.4072281823257146,0.15319735819124133,1.863870887715779,0.1988482038755851,61,3.4552274497304265,11.474584594321248,0.22536090875467013,11.69994550307592
1.0,0.4197275184882605,0.03650037329314013,1.8959664986379987,0.20294266547362244,61,3.472708220484063,11.491833431920265,0.15939695431087444,11.65123038623114
1.0,0.4197275035870993,0.03650037329314013,1.8959665268901011,0.20294266547362244,61,3.4727082229749637,11.491833432555154,0.15939695261751735,11.651230385172672
1.0,0.4197275035870993,0.03650038819430133,1.8959664986379987,0.20294266547362244,61,3.4727082201781974,11.4918334359003,0.15939695431087444,11.651230390211179
1.0,0.4197275035870993,0.03650037329314013,1.8959664986379987,0.20294268037478363,61,3.4727082221598877,11.491833438096057,0.15939694892003134,11.65123038701609
1.0,0.4197275035870993,0.03650037329314013,1.8959664986379987,0.20294266547362244,61,3.4727082230871846,11.491833441586468,0.1593969447932191,11.651230386379689
0.9999999850988388,0.4197275035870993,0.03650037329314013,1.8959664986379987,0.20294266547362244,61,3.4727082377705885,11.49183349576633,0.1593969447932197,11.65123044055955
1.0,0.38885656449163053,0.07531734125939432,1.8823843165489318,0.21403986764299882,61,3.470780468997422,11.500908773818454,0.16383686296202396,11.664745636780479
1.0,0.38885655449163053,0.07531734125939432,1.8823843265489317,0.21403986764299882,61,3.4707804709196726,11.50090877743279,0.16383685916346666,11.664745636596257
1.0,0.38885655449163053,0.07531735125939432,1.8823843165489318,0.21403986764299882,61,3.470780469259682,11.500908777563996,0.16383686296202396,11.66474564052602
1.0,0.38885655449163053,0.07531734125939432,1.8823843165489318,0.2140398776429988,61,3.4707804704826124,11.500908778701307,0.16383685916346677,11.66474563786477
1.0,0.38885655449163053,0.07531734125939432,1.8823843165489318,0.21403986764299882,61,3.4707804709641823,11.50090878081017,0.16383685646358936,11.664745637273755
0.99999999,0.38885655449163053,0.07531734125939432,1.8823843165489318,0.21403986764299882,61,3.4707804808823264,11.500908817676114,0.16383685646358961,11.664745674139702
1.0,0.46622678895865277,1.0,1.9365725146312092,0.1710263544250114,61,3.449820232461146,11.50337245150498,1.5210832209330503,13.02445567243803
1.0,0.4662267740574916,1.0,1.9365725434883885,0.1710263544250114,61,3.449820238864692,11.503372456727153,1.5210831990391767,13.024455655766328
1.0,0.4662267740574916,0.9999999850988388,1.9365725146312092,0.1710263544250114,61,3.449820235841654,11.503372460011501,1.521083159757302,13.024455619768801
1.0,0.4662267740574916,1.0,1.9365725146312092,0.1710263544250114,61,3.449820239046977,11.503372467979164,1.521083190345176,13.024455658324339
1.0,0.4662267740574916,1.0,1.9365725146312092,0.1710263693261726,61,3.4498202440937646,11.503372476442175,1.5210831948345507,13.024455671276726
0.9999999850988388,0.4662267740574916,1.0,1.9365725146312092,0.1710263544250114,61,3.449820259487435,11.503372537042894,1.5210831903451765,13.02445572738807
1.0,0.4184254826428396,0.009521217742284715,1.8948294810498076,0.20383636080730202,61,3.4782647815319856,11.50344867946349,0.14182579254848185,11.645274472011968
1.0,0.4184254677416784,0.009521217742284715,1.8948295092849672,0.20383636080730202,61,3.4782647839342964,11.503448679966867,0.14182579142118742,11.645274471388056
1.0,0.4184254677416784,0.009521232643445909,1.8948294810498076,0.20383636080730202,61,3.4782647810042304,11.50344868290796,0.14182579254848185,11.645274475456443
1.0,0.4184254677416784,0.009521217742284715,1.8948294810498076,0.20383637570846322,61,3.478264783015347,11.50344868537308,0.14182578773747812,11.645274473110558
1.0,0.4184254677416784,0.009521217742284715,1.8948294810498076,0.20383636080730202,61,3.4782647840459004,11.503448688961237,0.1418257836208181,11.645274472582054
0.9999999850988388,0.4184254677416784,0.009521217742284715,1.8948294810498076,0.20383636080730202,61,3.478264798694946,11.503448742854944,0.1418257836208187,11.645274526475761
1.0,0.41808858880086686,0.0025405256218092344,1.8945352846764716,0.20406759902979432,61,3.4797392210246914,11.506558705147791,0.1374617364752713,11.64402044162306
1.0,0.41808857389970566,0.0025405256218092344,1.8945353129072473,0.20406759902979432,61,3.4797392234042515,11.506558705617136,0.1374617354944459,11.644020441111582
