Vᵢᵢ,Ʌᵢᵢ,n_data,raw_ssr_sum,raw_neglogprob_sum,param_penalty_sum,loss_final_sum
-0.8227081763990756,0.3161347292072276,39,11.484816017799954,31.42048682436485,2.9058460813523412,34.32633290571719
-0.8227081763990756,0.3161347392072276,39,11.484816021503523,31.42048682682008,2.905846058166537,34.32633288498662
-0.8227081663990755,0.3161347292072276,39,11.484816022793394,31.420486827492557,2.905846058166536,34.32633288565909
-0.3367443382740021,-0.19289405643939972,39,11.599220813380624,31.713598206087784,2.959570063703791,34.673168269791574
-0.5125765994495306,0.8169560139139184,39,11.950737411888761,32.16460539965351,1.3297472411676114,33.49435264082111
-0.5125765894495306,0.8169560139139184,39,11.950737418861307,32.16460541415571,1.3297472254831213,33.49435263963883
-0.5125765994495306,0.8169560239139184,39,11.950737418966055,32.16460541596826,1.3297472254831209,33.49435264145138
-0.5398577310535578,0.8426716834939696,39,11.949977968429705,32.167718607407636,1.3322037220143081,33.49992232942195
-0.5398577210535578,0.8426716834939696,39,11.949977975408377,32.167718621624594,1.3322037063153371,33.49992232793993
-0.5398577310535578,0.8426716934939696,39,11.949977975562582,32.16771862398131,1.3322037063153371,33.49992233029664
-0.4177741115062436,0.7349430714270759,39,11.959369251335431,32.17643644355546,1.3097631431224446,33.486199586677905
-0.4177741115062436,0.734943081427076,39,11.959369258232199,32.176436459114214,1.3097631275562573,33.48619958667047
-0.4177741015062436,0.7349430714270759,39,11.95936925826876,32.17643645912516,1.309763127556257,33.48619958668142
-0.41826620680724297,0.7355067714309146,39,11.959416867316781,32.17654760816857,1.3096516842734771,33.48619929244204
-0.4182661919060818,0.7355067714309146,39,11.959416877649021,32.17654763136304,1.309651661079038,33.48619929244208
-0.4182661919060818,0.7355067714309146,39,11.959416877649021,32.17654763136304,1.309651661079038,33.48619929244208
-0.4182661819060818,0.7355067714309146,39,11.959416884582872,32.17654764692859,1.3096516455135134,33.48619929244211
-0.4182661919060818,0.7355067814309146,39,11.959416884547341,32.176547646928654,1.3096516455135134,33.486199292442166
-0.4182661919060818,0.7355067863320758,39,11.959416887928322,32.17654765455761,1.309651637884599,33.48619929244221
0.03352850675582886,0.11193026602268219,39,11.894033870645453,32.243843820780526,1.5906869631021858,33.83453078388271
-0.11421019399675725,0.41590152729294383,39,11.959020974659893,32.254919377673296,1.333966701423094,33.58888607909639
-0.19743691757321358,0.6206534206867218,39,12.033118009693334,32.37857737065179,1.1498888656747872,33.52846623632658
-0.9426656365394592,-0.7331873401999474,39,11.42666074417618,32.38351061631826,6.24925148680433,38.63276210312259
0.17806590348482132,-0.12483755545690656,39,11.887602120469184,32.396951699221255,1.7528379375264813,34.149789636747734
0.2042473703622818,-0.3455236107110977,39,11.848891810866768,32.42767893706072,2.1205920710855914,34.54827100814631
-0.19743691757321358,0.6667125448584557,39,12.064539397681072,32.45158879640084,1.0836916611656324,33.53528045756647
-0.461277823895216,0.9889511950314045,39,12.11447185080045,32.56153219916675,1.0025823872034325,33.56411458637018
-0.461277823895216,0.9889511950314045,39,12.11447185080045,32.56153219916675,1.0025823872034325,33.56411458637018
-0.461277813895216,0.9889511950314045,39,12.114471858011528,32.56153221640007,1.0025823735844113,33.564114589984484
-0.461277823895216,0.9889512050314045,39,12.114471858481085,32.561532219513936,1.0025823735844113,33.564114593098346
0.30009011924266815,0.0835147500038147,39,12.0388613592662,32.777805408784694,1.2083891136597018,33.9861945224444
0.30009011924266815,-0.7331873401999474,39,11.877158282268008,32.783843200789,2.7379824650663918,35.521825665855395
-0.3367443382740021,0.9889511950314045,39,12.204255478512621,32.79136585827784,0.8401526900994396,33.63151854837728
0.9123073635126704,-0.22129344117476202,39,12.28249405703741,34.230092078496305,0.7924681050748493,35.02256018357116
0.30850615352392197,0.9593224450945854,39,12.616804056408466,34.378885552041574,0.24793466946293413,34.626820221504516
0.9033474996685982,0.057120464742183685,39,12.400690881818663,34.50986815232563,0.4997899195200219,35.00965807184566
0.9954817518591881,-0.12483755545690656,39,12.377629415434976,34.60365650480115,0.58989309564293,35.19354960044407
0.9954817518591881,0.083595160394907,39,12.478025613727713,34.87990862466416,0.3922459417638464,35.272154566428
0.8111554235219955,0.6667125448584557,39,12.715313873148329,35.3784877637903,0.12608760952996034,35.50457537332026
0.9096950069069862,0.7652521282434464,39,12.84684735616573,36.031536210062626,0.04886745628794641,36.08040366635056
