Vᵢᵢ,Ʌᵢᵢ,αᵢⱼ,βᵢⱼ,γ1,γ3,n_data,raw_ssr_sum,raw_neglogprob_sum,param_penalty_sum,loss_final_sum
1.0,1.0,0.4707993738580642,0.2957546983909791,1.9794060644083569,0.1072004262384162,61,3.4219831670829857,11.37546150165905,0.42182455988812356,11.797286061547174
1.0,1.0,0.4707993638580642,0.2957546983909791,1.9794060744083568,0.1072004262384162,61,3.421983169148847,11.375461505787516,0.42182455158134846,11.797286057368861
1.0,1.0,0.4707993638580642,0.2957547083909791,1.9794060644083569,0.1072004262384162,61,3.4219831677723054,11.375461506347579,0.42182455988812356,11.797286066235703
1.0,1.0,0.4707993638580642,0.2957546983909791,1.9794060644083569,0.1072004362384162,61,3.4219831691778437,11.375461507011394,0.42182455158134846,11.797286058592745
1.0,1.0,0.4707993638580642,0.2957546983909791,1.9794060644083569,0.1072004262384162,61,3.421983169175739,11.37546150848676,0.4218245491563665,11.797286057643124
1.0,0.99999999,0.4707993638580642,0.2957546983909791,1.9794060644083569,0.1072004262384162,61,3.4219831743272793,11.375461527230675,0.42182454915636675,11.797286076387042
0.99999999,1.0,0.4707993638580642,0.2957546983909791,1.9794060644083569,0.1072004262384162,61,3.4219831743272793,11.375461527230675,0.42182454915636675,11.797286076387042
1.0,1.0,0.4120877426201965,0.16176186472440598,1.9928513616376664,0.08963588682172455,61,3.4554666919715515,11.449282536225942,0.24003816491644991,11.689320701142393
1.0,1.0,0.4120877277190353,0.16176186472440598,1.9928513913334658,0.08963588682172455,61,3.4554666947906956,11.449282538461645,0.24003815980368498,11.689320698265329
1.0,1.0,0.4120877277190353,0.16176187962556718,1.9928513616376664,0.08963588682172455,61,3.4554666921931556,11.449282541395327,0.24003816491644991,11.689320706311776
1.0,1.0,0.4120877277190353,0.16176186472440598,1.9928513616376664,0.08963590172288574,61,3.4554666944331287,11.449282543383497,0.2400381563866508,11.689320699770144
1.0,1.0,0.4120877277190353,0.16176186472440598,1.9928513616376664,0.08963588682172455,61,3.45546669486055,11.449282546012133,0.24003815294501432,11.689320698957147
1.0,0.9999999850988388,0.4120877277190353,0.16176186472440598,1.9928513616376664,0.08963588682172455,61,3.455466702375861,11.449282573039154,0.24003815294501452,11.68932072598417
0.9999999850988388,1.0,0.4120877277190353,0.16176186472440598,1.9928513616376664,0.08963588682172455,61,3.4554667023758605,11.449282573039154,0.24003815294501452,11.689320725984171
1.0,1.0,0.6226721003733336,-0.11917617161062904,2.0,0.09762362950696249,61,3.4971144204558846,11.467757802405412,0.39857972330527186,11.866337525710685
1.0,1.0,0.6226721103733337,-0.11917618161062904,2.0,0.09762362950696249,61,3.4971144228823197,11.467757804757017,0.39857974407702385,11.866337548834043
1.0,1.0,0.6226721003733336,-0.11917618161062904,2.0,0.09762363950696248,61,3.497114422514417,11.46775780566888,0.39857973642460937,11.866337542093492
1.0,1.0,0.6226721003733336,-0.11917618161062904,2.0,0.09762362950696249,61,3.497114423561769,11.467757808646331,0.39857973369114774,11.866337542337476
1.0,1.0,0.6226721003733336,-0.11917618161062904,1.99999999,0.09762362950696249,61,3.497114423580166,11.467757810856593,0.3985797309576862,11.86633754181428
0.99999999,1.0,0.6226721003733336,-0.11917618161062904,2.0,0.09762362950696249,61,3.4971144284970253,11.467757825837735,0.3985797336911478,11.866337559528883
1.0,0.99999999,0.6226721003733336,-0.11917618161062904,2.0,0.09762362950696249,61,3.4971144284970253,11.467757825837735,0.3985797336911478,11.866337559528885
1.0,1.0,0.37817511745993737,0.1679265790883997,1.97629114521164,0.10215740804426675,61,3.460948158917693,11.472546531027056,0.21737478979220318,11.689921320819263
1.0,1.0,0.3781751074599374,0.1679265890883997,1.97629114521164,0.10215740804426675,61,3.460948159348856,11.472546535111245,0.21737478979220318,11.68992132490345
1.0,1.0,0.3781751074599374,0.1679265790883997,1.97629115521164,0.10215740804426675,61,3.46094816097494,11.472546535249055,0.21737478434333912,11.689921319592393
1.0,1.0,0.3781751074599374,0.1679265790883997,1.97629114521164,0.10215741804426674,61,3.4609481607804815,11.472546536346936,0.21737478434333912,11.689921320690278
1.0,1.0,0.3781751074599374,0.1679265790883997,1.97629114521164,0.10215740804426675,61,3.4609481610016055,11.472546537944647,0.21737478214677944,11.689921320091425
0.99999999,1.0,0.3781751074599374,0.1679265790883997,1.97629114521164,0.10215740804426675,61,3.4609481660676473,11.472546556215619,0.21737478214677952,11.689921338362401
1.0,0.99999999,0.3781751074599374,0.1679265790883997,1.97629114521164,0.10215740804426675,61,3.4609481660676473,11.472546556215619,0.21737478214677952,11.689921338362401
1.0,1.0,0.42402837281023886,1.0,2.0,0.07961243250369482,61,3.4395142639516383,11.480039980301381,1.4283731597708216,12.908413140072206
1.0,1.0,0.42402835790907767,0.9999999850988388,2.0,0.07961243250369482,61,3.4395142677771307,11.480039989764693,1.4283731003557285,12.908413090120423
1.0,1.0,0.42402835790907767,1.0,2.0,0.07961243250369482,61,3.4395142703708905,11.480039996149435,1.4283731300632745,12.908413126212709
1.0,1.0,0.42402835790907767,1.0,2.0,0.07961244740485601,61,3.439514274615397,11.480040002884678,1.4283731333849647,12.908413136269642
1.0,1.0,0.42402835790907767,1.0,1.9999999701976776,0.07961243250369482,61,3.4395142704981048,11.480040005940909,1.4283731234198973,12.908413129360802
0.9999999850988388,1.0,0.42402835790907767,1.0,2.0,0.07961243250369482,61,3.439514280579358,11.480040029752887,1.4283731300632745,12.90841315981616
1.0,0.9999999850988388,0.42402835790907767,1.0,2.0,0.07961243250369482,61,3.4395142805793575,11.480040029752887,1.4283731300632745,12.90841315981616
1.0,1.0,0.3745656436199909,0.1092779042183606,1.9801532351401365,0.09645118095938433,61,3.4721536230443237,11.493037459976472,0.17208873634169006,11.66512619631816
1.0,1.0,0.3745656336199909,0.1092779142183606,1.9801532351401365,0.09645118095938433,61,3.4721536231241372,11.493037463285038,0.17208873634169006,11.66512619962673
1.0,1.0,0.3745656336199909,0.1092779042183606,1.9801532451401365,0.09645118095938433,61,3.472153624964018,11.493037463996279,0.17208873171280428,11.66512619570908
1.0,1.0,0.3745656336199909,0.1092779042183606,1.9801532351401365,0.09645119095938433,61,3.472153624620591,11.493037464842507,0.17208873171280428,11.665126196555313
1.0,1.0,0.3745656336199909,0.1092779042183606,1.9801532351401365,0.09645118095938433,61,3.4721536249892964,11.493037466623695,0.17208872956788054,11.665126196191578
1.0,0.99999999,0.3745656336199909,0.1092779042183606,1.9801532351401365,0.09645118095938433,61,3.4721536300040063,11.493037484638702,0.17208872956788057,11.665126214206586
0.99999999,1.0,0.3745656336199909,0.1092779042183606,1.9801532351401365,0.09645118095938433,61,3.4721536300040063,11.493037484638702,0.17208872956788057,11.665126214206584
1.0,1.0,0.4103547978963901,0.040108289435684,1.9918138791149484,0.09109059164033864,61,3.479981246541839,11.494132109553513,0.15166430691382068,11.645796416467334
1.0,1.0,0.41035478299522893,0.040108289435684,1.9918139087952882,0.09109059164033864,61,3.4799812489524875,11.494132111227472,0.1516643044062017,11.64579641563367
1.0,1.0,0.41035478299522893,0.040108304336845195,1.9918138791149484,0.09109059164033864,61,3.479981245748495,11.49413211246082,0.15166430691382068,11.645796419374639
1.0,1.0,0.41035478299522893,0.040108289435684,1.9918138791149484,0.09109060654149984,61,3.47998124815702,11.4941321154073,0.15166430097547295,11.645796416382776
1.0,1.0,0.41035478299522893,0.040108289435684,1.9918138791149484,0.09109059164033864,61,3.479981249018724,11.494132118564425,0.15166429751642851,11.645796416080849
1.0,0.9999999850988388,0.41035478299522893,0.040108289435684,1.9918138791149484,0.09109059164033864,61,3.479981256394567,11.494132144909276,0.15166429751642868,11.645796442425706
0.9999999850988388,1.0,0.41035478299522893,0.040108289435684,1.9918138791149484,0.09109059164033864,61,3.4799812563945673,11.494132144909276,0.15166429751642868,11.645796442425706
1.0,1.0,0.3878979964746626,0.0471738597640294,1.9877182324153089,0.0925517375599352,61,3.482218552444782,11.505823354811483,0.141521839375444,11.647345194186927
1.0,1.0,0.3878979864746626,0.0471738697640294,1.9877182324153089,0.0925517375599352,61,3.4822185520793787,11.505823357128218,0.141521839375444,11.647345196503661
1.0,1.0,0.3878979864746626,0.0471738597640294,1.9877182424153088,0.0925517375599352,61,3.4822185541727135,11.505823358540734,0.14152183553199735,11.647345194072734
1.0,1.0,0.3878979864746626,0.0471738597640294,1.9877182324153089,0.0925517475599352,61,3.482218553659812,11.505823359049819,0.14152183553199735,11.647345194581817
1.0,1.0,0.3878979864746626,0.0471738597640294,1.9877182324153089,0.0925517375599352,61,3.4822185541959314,11.5058233610614,0.14152183328443807,11.647345194345842
1.0,0.99999999,0.3878979864746626,0.0471738597640294,1.9877182324153089,0.0925517375599352,61,3.4822185591578987,11.505823378793863,0.14152183328443813,11.647345212078303
0.99999999,1.0,0.3878979864746626,0.0471738597640294,1.9877182324153089,0.0925517375599352,61,3.4822185591578987,11.505823378793865,0.14152183328443813,11.647345212078303
1.0,1.0,0.4099384759776881,0.01088228517519251,1.9915646347457865,0.09144006932009997,61,3.486579096148491,11.506684945598913,0.13360877236799437,11.640293717966907
1.0,1.0,0.4099384610765269,0.01088228517519251,1.991564664422412,0.09144006932009997,61,3.486579098464369,11.506684947138222,0.13360877048622927,11.640293717624452
1.0,1.0,0.4099384610765269,0.010882300076353704,1.9915646347457865,0.09144006932009997,61,3.4865790951204763,11.50668494797103,0.13360877236799437,11.640293720339027
1.0,1.0,0.4099384610765269,0.01088228517519251,1.9915646347457865,0.09144008422126117,61,3.4865790975702775,11.5066849511738,0.1336087670522158,11.640293718226014
1.0,1.0,0.4099384610765269,0.01088228517519251,1.9915646347457865,0.09144006932009997,61,3.4865790985298597,11.506684954427454,0.13360876358898938,11.640293718016444
0.9999999850988388,1.0,0.4099384610765269,0.01088228517519251,1.9915646347457865,0.09144006932009997,61,3.4865791058811313,11.506684980618676,0.1336087635889895,11.640293744207664
1.0,0.9999999850988388,0.4099384610765269,0.01088228517519251,1.9915646347457865,0.09144006932009997,61,3.4865791058811313,11.506684980618676,0.1336087635889895,11.640293744207664
1.0,1.0,0.3933522084795933,0.03342082976042662,1.9891663306597263,0.09143747516596396,61,3.4842882661644867,11.507813668755858,0.136590421237052,11.644404089992912
1.0,1.0,0.3933521984795933,0.03342083976042662,1.9891663306597263,0.09143747516596396,61,3.484288265688454,11.507813670825847,0.136590421237052,11.644404092062901
1.0,1.0,0.3933521984795933,0.03342082976042662,1.9891663406597262,0.09143747516596396,61,3.4842882678427496,11.507813672402104,0.13659041751913625,11.644404089921238
1.0,1.0,0.3933521984795933,0.03342082976042662,1.9891663306597263,0.09143748516596395,61,3.484288267291278,11.507813672833665,0.13659041751913625,11.644404090352799
1.0,1.0,0.3933521984795933,0.03342082976042662,1.9891663306597263,0.09143747516596396,61,3.4842882678655536,11.50781367490015,0.1365904152622296,11.644404090162382
1.0,0.99999999,0.3933521984795933,0.03342082976042662,1.9891663306597263,0.09143747516596396,61,3.4842882728169426,11.507813692573361,0.13659041526222968,11.644404107835587
0.99999999,1.0,0.3933521984795933,0.03342082976042662,1.9891663306597263,0.09143747516596396,61,3.4842882728169426,11.507813692573361,0.13659041526222968,11.644404107835587
1.0,1.0,0.39726635746790023,0.02501737141196634,1.9900113798716232,0.09127527479066994,61,3.4854812277775182,11.508705414983256,0.13407701169034097,11.642782426673598
1.0,1.0,0.39726634746790024,0.02501738141196634,1.9900113798716232,0.09127527479066994,61,3.4854812272330604,11.508705416899867,0.13407701169034097,11.642782428590206
1.0,1.0,0.39726634746790024,0.02501737141196634,1.9900113898716232,0.09127527479066994,61,3.4854812294244244,11.50870541857711,0.1340770080543953,11.642782426631506
1.0,1.0,0.39726634746790024,0.02501737141196634,1.9900113798716232,0.09127528479066993,61,3.485481228848988,11.508705418959497,0.1340770080543953,11.642782427013893
1.0,1.0,0.39726634746790024,0.02501737141196634,1.9900113798716232,0.09127527479066994,61,3.4854812294469797,11.50870542106127,0.13407700577836884,11.642782426839641
1.0,0.99999999,0.39726634746790024,0.02501737141196634,1.9900113798716232,0.09127527479066994,61,3.4854812343919983,11.508705438698755,0.13407700577836895,11.642782444477124
