Vᵢᵢ,Ƹᵢⱼ,Ʒᵢⱼ,γ1,γ3,n_data,raw_ssr_sum,raw_neglogprob_sum,param_penalty_sum,loss_final_sum
1.0,0.10349047035338997,0.9950309681455982,1.4754579669792005,1.410207545664179,59,6.651315681073629,21.306190253368126,2.0469726616675348,23.35316291503566
1.0,0.10349048035338997,0.9950309681455982,1.4754579569792006,1.410207545664179,59,6.651315688358802,21.306190260191258,2.0469726517435944,23.35316291193485
1.0,0.10349047035338997,0.9950309681455982,1.4754579569792006,1.4102075556641789,59,6.651315698034896,21.30619026066201,2.0469726616675348,23.35316292232954
1.0,0.10349047035338997,0.9950309781455983,1.4754579569792006,1.410207545664179,59,6.65131569424121,21.306190261036704,2.0469726517435944,23.3531629127803
1.0,0.10349047035338997,0.9950309681455982,1.4754579569792006,1.410207545664179,59,6.651315695830056,21.306190280003836,2.046972635540403,23.353162915544242
0.99999999,0.10349047035338997,0.9950309681455982,1.4754579569792006,1.410207545664179,59,6.651315705524764,21.306190300163188,2.046972635540403,23.353162935703594
1.0,0.10078105020664653,0.9964129338052552,1.4789907382473666,1.4053005397892129,59,6.647108746227832,21.310473851931754,2.0412353659390954,23.351709217870855
1.0,0.10078105020664653,0.9964129438052552,1.4789907382473666,1.405300529789213,59,6.6471087424469175,21.310473852578948,2.041235356036114,23.351709208615063
1.0,0.10078105020664653,0.9964129338052552,1.4789907482473665,1.405300529789213,59,6.647108730901841,21.31047385319184,2.0412353659390954,23.35170921913093
1.0,0.10078106020664652,0.9964129338052552,1.4789907382473666,1.405300529789213,59,6.64710873714048,21.310473854639202,2.041235356036114,23.351709210675317
1.0,0.10078105020664653,0.9964129338052552,1.4789907382473666,1.405300529789213,59,6.647108744554021,21.31047387389,2.0412353398525034,23.35170921374251
0.99999999,0.10078105020664653,0.9964129338052552,1.4789907382473666,1.405300529789213,59,6.6471087536926445,21.310473890875187,2.041235339852504,23.351709230727685
1.0,0.10761527191868678,1.0,1.47599060782345,1.3982527472222457,59,6.644335632191549,21.31171716739288,2.0321181777245796,23.34383534511746
1.0,0.10761527191868678,1.0,1.4759906178234499,1.3982527372222457,59,6.644335616795229,21.311717167908427,2.0321181777245796,23.343835345633
1.0,0.10761528191868677,1.0,1.47599060782345,1.3982527372222457,59,6.6443356234530615,21.311717170726237,2.0321181682717255,23.343835338997962
1.0,0.10761527191868678,1.0,1.47599060782345,1.3982527372222457,59,6.644335630567938,21.311717189363378,2.032118151934401,23.34383534129778
0.99999999,0.10761527191868678,1.0,1.47599060782345,1.3982527372222457,59,6.644335639774995,21.311717206748845,2.032118151934401,23.343835358683247
1.0,0.10761527191868678,0.99999999,1.47599060782345,1.3982527372222457,59,6.644335632704882,21.311717210509755,2.032118135597075,23.34383534610683
1.0,0.09374840844175943,1.0,1.4881605176640353,1.392563761100707,59,6.638728839366849,21.334991076961987,2.0263816173929214,23.361372694354912
1.0,0.09374841844175942,1.0,1.4881605176640353,1.392563751100707,59,6.6387288317197175,21.334991087576704,2.0263816075443444,23.361372695121048
1.0,0.09374840844175943,1.0,1.4881605276640353,1.392563751100707,59,6.638728828052299,21.33499109997245,2.0263816173929214,23.36137271736537
1.0,0.09374840844175943,1.0,1.4881605176640353,1.392563751100707,59,6.638728838981367,21.334991105408974,2.0263815914115555,23.36137269682053
0.99999999,0.09374840844175943,1.0,1.4881605176640353,1.392563751100707,59,6.638728846757201,21.334991114223445,2.0263815914115555,23.361372705635
1.0,0.09374840844175943,0.99999999,1.4881605176640353,1.392563751100707,59,6.63872884235283,21.334991132532483,2.026381575278766,23.361372707811253
1.0,0.15166181226987618,0.9247088626564922,1.4661219379747745,1.430231057355389,59,6.6586634812321055,21.367110060522783,2.0395350205581666,23.406645081080953
1.0,0.15166181226987618,0.9247088526564922,1.4661219379747745,1.4302310673553889,59,6.658663485527891,21.367110061408237,2.039535031124113,23.40664509253235
1.0,0.15166182226987618,0.9247088526564922,1.4661219379747745,1.430231057355389,59,6.658663481845846,21.367110078084774,2.0395350205581666,23.406645098642944
1.0,0.15166181226987618,0.9247088526564922,1.4661219479747745,1.430231057355389,59,6.6586634760276135,21.367110083229058,2.039535031124113,23.406645114353175
1.0,0.15166181226987618,0.9247088526564922,1.4661219379747745,1.430231057355389,59,6.658663485906907,21.367110090399045,2.0395350046816993,23.40664509508075
0.99999999,0.15166181226987618,0.9247088526564922,1.4661219379747745,1.430231057355389,59,6.658663492859067,21.367110099496234,2.0395350046817,23.406645104177937
1.0,0.1333518897301741,1.0,1.4560142488304137,1.3604155102038187,59,6.650486281842975,21.397773157623092,1.9304811865109044,23.328254344133995
1.0,0.1333518897301741,1.0,1.4560142388304138,1.3604155202038186,59,6.650486296696386,21.397773157808892,1.9304811865109044,23.328254344319795
1.0,0.13335189973017408,1.0,1.4560142388304138,1.3604155102038187,59,6.650486289816071,21.39777316488592,1.9304811791431675,23.328254344029087
1.0,0.1333518897301741,1.0,1.4560142388304138,1.3604155102038187,59,6.650486295822576,21.397773181263247,1.9304811624262272,23.328254343689473
0.99999999,0.1333518897301741,1.0,1.4560142388304138,1.3604155102038187,59,6.650486305220343,21.39777319992623,1.930481162426228,23.32825436235246
1.0,0.1333518897301741,0.99999999,1.4560142388304138,1.3604155102038187,59,6.650486298583053,21.397773203281353,1.930481145709287,23.328254348990644
1.0,0.13172509815657382,1.0,1.453767481966515,1.354288447156086,59,6.654118522441357,21.420236082247552,1.907698969396192,23.327935051643735
1.0,0.13172509815657382,1.0,1.453767471966515,1.354288457156086,59,6.6541185372101666,21.42023608228153,1.907698969396192,23.32793505167772
