Vᵢᵢ,Vᵢⱼ,n_data,raw_ssr_sum,raw_neglogprob_sum,param_penalty_sum,loss_final_sum
-0.33423227816820145,0.08957478404045105,39,9.057686860407403,25.226219323803132,3.308168915977334,28.534388239780462
-0.19766507126661875,0.19833694282459352,39,9.124093452634359,25.38033438423517,2.7264174567690005,28.106751841004172
-0.19766506126661876,0.19833694282459352,39,9.124093457499882,25.380334395649914,2.7264174124553926,28.1067518081053
-0.19766507126661875,0.19833695282459352,39,9.124093465712512,25.38033441116193,2.726417464107467,28.106751875269396
-0.024140894773331138,0.04808662003413376,39,9.205329108639514,25.556993185239136,1.9446772564408392,27.501670441679977
-0.024140894773331138,0.048086630034133764,39,9.205329111031379,25.556993190015984,1.9446772582200436,27.50167044823603
-0.024140884773331137,0.04808662003413376,39,9.205329127082697,25.556993222233558,1.9446772185476262,27.501670440781186
-0.016700762775371723,0.015500804379270589,39,9.216005915562711,25.578435599701045,1.9127533245341901,27.491188924235228
-0.016700762775371723,0.015500794379270589,39,9.216005916024622,25.5784356006357,1.9127533239606611,27.491188924596358
-0.01670075277537172,0.015500794379270589,39,9.21600593475262,25.578435638120297,1.9127532863427328,27.491188924463035
-0.016255099359315045,0.017107377584205996,39,9.21677975481973,25.579982829824623,1.9111741152819974,27.491156945106617
-0.01625508445815385,0.01710739248536719,39,9.216779782349496,25.57998288491161,1.9111740601946914,27.491156945106304
-0.01625508445815385,0.017107387584205998,39,9.216779782501959,25.5799828852218,1.9111740598844607,27.49115694510626
-0.01625508445815385,0.017107377584205996,39,9.216779782813035,25.579982885854683,1.9111740592514879,27.491156945106162
-0.01625508445815385,0.017107377584205996,39,9.216779782813035,25.579982885854683,1.9111740592514879,27.491156945106162
-0.01625507445815385,0.017107377584205996,39,9.216779801599026,25.579982923455816,1.9111740216500492,27.49115694510586
-0.01625355582290532,0.01710689522907796,39,9.216782669521209,25.579988664245107,1.9111682808360935,27.491156945081205
-0.016253540921744126,0.017106910130239152,39,9.21678269705113,25.579988719332402,1.9111682257488463,27.49115694508125
-0.016253540921744126,0.01710689522907796,39,9.216782697514708,25.579988720275548,1.9111682248056696,27.491156945081215
-0.016224581781190045,0.017097840841041934,39,9.216837385937044,25.580098191126567,1.9110587630388938,27.491156954165454
-0.01622456688002885,0.017097855742203127,39,9.216837413469882,25.580098246219624,1.9110587079527446,27.49115695417237
-0.01622456688002885,0.017097840841041934,39,9.216837413934176,25.580098247164152,1.9110587070100666,27.491156954174222
-0.01621052399675241,0.017112881953592732,39,9.216863331970302,25.58015010797098,1.9110068576494477,27.49115696562043
-0.01621052399675241,0.01711287195359273,39,9.21686333228036,25.58015010860178,1.911006857016271,27.49115696561805
-0.01621051399675241,0.01711287195359273,39,9.216863351070327,25.580150146210773,1.9110068194164809,27.49115696562725
-0.6030361626880073,-0.0730002149939537,39,9.5710643432526,26.368696344441734,4.763849845008113,31.132546189449847
-0.6030361726880074,-0.07300020499395371,39,9.5710643538072,26.368696369384985,4.763849901619443,31.132546271004426
-0.6030361726880074,-0.0730002149939537,39,9.571064365597147,26.368696398661612,4.76384990432045,31.13254630298206
-0.6030361726880074,-0.0730002149939537,39,9.571064365597147,26.368696398661612,4.76384990432045,31.13254630298206
-0.4270023703575134,0.512170597910881,39,9.803331447530187,26.95527404115226,4.25251079978515,31.207784840937414
-0.8144639134407043,-0.05520349740982056,39,10.077276273376471,27.709253694104856,6.096354430713939,33.80560812481879
-0.8144639134407043,-0.0730002149939537,39,10.097067420815026,27.765352862268422,6.100575400450281,33.865928262718704
0.21544475826688214,0.32211412671515927,39,10.26949724632528,27.870635280318545,1.330676210226704,29.201311490545248
0.39441993087530136,-0.07405149191617966,39,10.57097406843734,28.537134578684995,0.6885900606157606,29.22572463930075
-0.86979541182518,0.512170597910881,39,10.374489869076763,28.755629122040464,6.953139166376736,35.708768288417204
-0.86979541182518,0.7271983809769154,39,10.801233254482723,30.167838076581955,7.446161879649192,37.61399995623114
-0.8250036090612411,0.7620398625731468,39,10.831951872263952,30.217439504933175,7.235984411688554,37.453423916621716
-0.9223151037086299,-0.39227914966622945,39,10.91821094516432,30.441934470019284,7.120979835036984,37.56291430505626
-0.5604491159319878,-0.7168060932308435,39,11.181185612301984,30.993877544995918,5.455302974605706,36.449180519601626
-0.7100739777088165,-0.6767115145921707,39,11.255576631698293,31.438438021490487,6.257239243954195,37.69567726544469
0.39441993087530136,0.8182269930839539,39,12.190107563705977,34.129089184248016,1.917011869814724,36.04610105406274
0.9398223757743835,-0.07405149191617966,39,12.806012127954208,36.01254928331097,0.016844194338035315,36.029393477649
0.9515532106161118,-0.5184108316898346,39,13.013385974732667,37.302329449921956,0.5015292313576627,37.80385868127962
0.99999999,1.0,39,14.492560036221747,45.01060862026283,1.8499999999999999,46.86060862026284
1.0,0.99999999,39,14.492560049298449,45.01060866116741,1.8499999630000004,46.86060862416741
1.0,1.0,39,14.492560062726835,45.01060878763286,1.8499999999999999,46.860608787632856
