Vᵢᵢ,αᵢⱼ,βᵢⱼ,γ1,γ3,n_data,raw_ssr_sum,raw_neglogprob_sum,param_penalty_sum,loss_final_sum
1.0,0.4175291017178453,0.7188883069410889,0.8177721251275907,1.3750677480870064,59,6.762906233141525,21.633723865792494,1.0072914830781237,22.641015348870617
1.0,0.4175291017178453,0.7188882969410888,0.8177721251275907,1.3750677580870063,59,6.762906242774088,21.633723878939097,1.0072914720047432,22.641015350943835
1.0,0.4175291017178453,0.7188882969410888,0.8177721251275907,1.3750677480870064,59,6.762906240704782,21.633723890160425,1.007291466315967,22.64101535647639
1.0,0.4175291117178453,0.7188882969410888,0.8177721251275907,1.3750677480870064,59,6.762906247023802,21.633723894855105,1.0072914830781237,22.64101537793323
1.0,0.4175291017178453,0.7188882969410888,0.8177721351275907,1.3750677480870064,59,6.7629062462143725,21.63372389988282,1.0072914720047434,22.641015371887566
0.99999999,0.4175291017178453,0.7188882969410888,0.8177721251275907,1.3750677480870064,59,6.762906251597467,21.633723928644567,1.0072914663159673,22.641015394960526
1.0,0.29280016090608035,0.7525435333789827,0.7935076988634507,1.3415827159262768,59,6.683977325283816,21.63528497506206,0.8328161811442779,22.468101156206334
1.0,0.29280015090608036,0.7525435433789828,0.7935076988634507,1.3415827159262768,59,6.683977321225216,21.63528497560102,0.8328161811442779,22.468101156745295
1.0,0.29280015090608036,0.7525435333789827,0.7935077088634508,1.3415827159262768,59,6.683977327226265,21.63528497942584,0.832816169710626,22.468101149136466
1.0,0.29280015090608036,0.7525435333789827,0.7935076988634507,1.3415827259262767,59,6.683977326998328,21.635284980405686,0.8328161697106257,22.468101150116308
1.0,0.29280015090608036,0.7525435333789827,0.7935076988634507,1.3415827159262768,59,6.683977324851423,21.63528498568412,0.8328161657254584,22.468101151409574
0.99999999,0.29280015090608036,0.7525435333789827,0.7935076988634507,1.3415827159262768,59,6.68397733926325,21.635285040056665,0.8328161657254588,22.468101205782126
1.0,0.263372047931731,0.7446962304064343,0.7975907651431333,1.3424664704959002,59,6.688331371808933,21.674980614479715,0.7783823628222591,22.453362977301982
1.0,0.26337203793173103,0.7446962404064343,0.7975907651431333,1.3424664704959002,59,6.688331368565755,21.674980616663987,0.7783823628222591,22.45336297948625
1.0,0.26337203793173103,0.7446962304064343,0.7975907651431333,1.3424664804959001,59,6.6883313739228,21.674980621035292,0.7783823520849403,22.453362973120228
1.0,0.26337203793173103,0.7446962304064343,0.7975907751431334,1.3424664704959002,59,6.688331374933821,21.67498062113253,0.7783823520849406,22.453362973217473
1.0,0.26337203793173103,0.7446962304064343,0.7975907651431333,1.3424664704959002,59,6.688331372423302,21.674980627385892,0.7783823479532518,22.453362975339147
0.99999999,0.26337203793173103,0.7446962304064343,0.7975907651431333,1.3424664704959002,59,6.6883313866396445,21.674980681763465,0.7783823479532522,22.453363029716712
1.0,0.23361481380984656,0.7038195206375976,0.8013400678076836,1.3776354751973616,59,6.713205490572634,21.736752158421833,0.6953501207742578,22.432102279196087
1.0,0.23361480380984656,0.7038195306375976,0.8013400678076836,1.3776354751973616,59,6.713205486984204,21.736752159692386,0.6953501207742578,22.432102280466648
1.0,0.23361480380984656,0.7038195206375976,0.8013400678076836,1.3776354851973616,59,6.713205492383051,21.736752164795575,0.6953501122268801,22.43210227702246
1.0,0.23361480380984656,0.7038195206375976,0.8013400778076837,1.3776354751973616,59,6.713205494671826,21.73675216769647,0.6953501122268801,22.43210227992335
1.0,0.23361480380984656,0.7038195206375976,0.8013400678076836,1.3776354751973616,59,6.7132054916766,21.736752172823724,0.6953501069471014,22.43210227977083
0.99999999,0.23361480380984656,0.7038195206375976,0.8013400678076836,1.3776354751973616,59,6.713205505168791,21.73675222557682,0.6953501069471019,22.432102332523918
1.0,0.2389258381879408,0.6507036143011528,0.7890994026465631,1.4410726767487017,59,6.740665789754078,21.75924864253702,0.6618317145642142,22.421080357101236
1.0,0.2389258481879408,0.6507036043011527,0.7890994026465631,1.4410726767487017,59,6.740665794718692,21.759248642734093,0.6618317145642142,22.4210803572983
1.0,0.2389258381879408,0.6507036043011527,0.7890994026465631,1.4410726867487016,59,6.740665795778506,21.759248648952862,0.6618317082322565,22.421080357185126
1.0,0.2389258381879408,0.6507036043011527,0.7890994126465631,1.4410726767487017,59,6.740665797383839,21.759248649604316,0.6618317082322566,22.421080357836576
1.0,0.2389258381879408,0.6507036043011527,0.7890994026465631,1.4410726767487017,59,6.740665794629875,21.759248655877204,0.66183170144218,22.42108035731939
0.99999999,0.2389258381879408,0.6507036043011527,0.7890994026465631,1.4410726767487017,59,6.74066580808941,21.759248708584582,0.6618317014421802,22.421080410026768
