Vᵢᵢ,Ʌᵢᵢ,Vᵢⱼ,Ʌᵢⱼ,Ƹᵢⱼ,Ʒᵢⱼ,γ1,γ2,γ3,n_data,raw_ssr_sum,raw_neglogprob_sum,param_penalty_sum,loss_final_sum
0.9997473577316582,1.0,0.860554101441331,0.274129092489335,0.9762801246244988,-0.3817305012176954,1.0284003901037106,1.6254156313005248,1.4051446731395516,61,3.298474212827044,12.023041519704194,3.2388271144380676,15.261868634142262
0.9997473577316582,1.0,0.860554101441331,0.274129092489335,0.9762801346244988,-0.3817305012176954,1.0284003901037106,1.6254156313005248,1.4051446631395517,61,3.2984742151301725,12.023041520163364,3.2388271136829525,15.261868633846316
0.9997473677316583,1.0,0.860554101441331,0.274129092489335,0.9762801246244988,-0.3817305012176954,1.0284003901037106,1.6254156313005248,1.4051446631395517,61,3.298474215870765,12.02304152288789,3.2388270946672666,15.261868617555162
0.9997473577316582,1.0,0.860554101441331,0.274129092489335,0.9762801246244988,-0.3817305012176954,1.0284004001037106,1.6254156313005248,1.4051446631395517,61,3.2984742185081637,12.023041531329083,3.2388271144380676,15.26186864576715
0.9997473577316582,1.0,0.860554101441331,0.274129102489335,0.9762801246244988,-0.3817305012176954,1.0284003901037106,1.6254156313005248,1.4051446631395517,61,3.2984742204818027,12.023041534552364,3.238827110556368,15.261868645108734
0.9997473577316582,1.0,0.8605541114413311,0.274129092489335,0.9762801246244988,-0.3817305012176954,1.0284003901037106,1.6254156313005248,1.4051446631395517,61,3.2984742213803684,12.02304153677545,3.238827110556368,15.261868647331816
0.9997473577316582,1.0,0.860554101441331,0.274129092489335,0.9762801246244988,-0.3817305012176954,1.0284003901037106,1.6254156413005247,1.4051446631395517,61,3.298474220949456,12.023041539385583,3.2388271144380676,15.261868653823651
0.9997473577316582,1.0,0.860554101441331,0.274129092489335,0.9762801246244988,-0.3817305012176954,1.0284003901037106,1.6254156313005248,1.4051446631395517,61,3.298474221092599,12.023041543200716,3.2388270946708038,15.261868637871519
0.9997473577316582,1.0,0.860554101441331,0.274129092489335,0.9762801246244988,-0.3817304912176954,1.0284003901037106,1.6254156313005248,1.4051446631395517,61,3.298474229856378,12.02304155746472,3.2388270756586555,15.261868633123376
0.9997473577316582,0.99999999,0.860554101441331,0.274129092489335,0.9762801246244988,-0.3817305012176954,1.0284003901037106,1.6254156313005248,1.4051446631395517,61,3.298474224851767,12.023041559062344,3.238827094674341,15.26186865373669
1.0,1.0,0.824288329233346,0.24542179429456973,1.0,-0.29238235512429156,0.8919652515314818,1.4440236468473842,1.399149425945681,61,3.452895453428994,12.506148754962439,2.474572128981626,14.98072088394407
1.0,1.0,0.824288329233346,0.24542179429456973,1.0,-0.29238235512429156,0.8919652615314818,1.4440236468473842,1.399149415945681,61,3.452895454379363,12.506148760066836,2.474572128981626,14.980720889048463
1.0,1.0,0.8242883392333461,0.24542179429456973,1.0,-0.29238235512429156,0.8919652515314818,1.4440236468473842,1.399149415945681,61,3.452895454732461,12.506148762745255,2.4745721302349857,14.980720892980239
1.0,1.0,0.824288329233346,0.24542180429456972,1.0,-0.29238235512429156,0.8919652515314818,1.4440236468473842,1.399149415945681,61,3.452895455977287,12.506148766834183,2.4745721302349857,14.980720897069165
1.0,1.0,0.824288329233346,0.24542179429456973,1.0,-0.29238235512429156,0.8919652515314818,1.444023656847384,1.399149415945681,61,3.4528954562128287,12.506148768927119,2.474572128981626,14.980720897908743
1.0,1.0,0.824288329233346,0.24542179429456973,1.0,-0.29238235512429156,0.8919652515314818,1.4440236468473842,1.399149415945681,61,3.452895458641732,12.50614877639802,2.474572115259044,14.980720891657061
1.0,1.0,0.824288329233346,0.24542179429456973,0.99999999,-0.29238235512429156,0.8919652515314818,1.4440236468473842,1.399149415945681,61,3.4528954610826093,12.50614879321314,2.4745720971656904,14.980720890378828
