Vᵢᵢ,Vᵢⱼ,αᵢⱼ,βᵢⱼ,γ1,γ2,γ3,n_data,raw_ssr_sum,raw_neglogprob_sum,param_penalty_sum,loss_final_sum
0.9999937131259645,-0.037877265052304133,-0.06474668193637641,0.4398708020402596,0.0001,2.0,0.9291639052523609,39,8.818057274155017,24.745099409609587,0.1235101690942828,24.868609578703868
0.9999937131259645,-0.037877265052304133,-0.0647466968375376,0.4398707871390984,0.0001,2.0,0.9291639052523609,39,8.818057273809307,24.745099409609598,0.1235101690942828,24.868609578703875
0.9999937131259645,-0.037877265052304133,-0.06474668193637641,0.4398707971390984,0.0001,2.0,0.9291639052523609,39,8.81805727506809,24.745099411897325,0.12351016680656213,24.868609578703886
0.9999937102771759,-0.037877212705812055,-0.06474668656565802,0.43987080738173834,0.0001,2.0,0.9291639048962623,39,8.818057257296653,24.74509941225988,0.12351016644333904,24.868609578703218
0.9999937102771759,-0.037877212705812055,-0.06474670146681921,0.43987079248057714,0.0001,2.0,0.9291639048962623,39,8.818057256950949,24.745099412259897,0.12351016644333904,24.868609578703232
0.9999937131259645,-0.03787727995346533,-0.06474668193637641,0.4398707871390984,0.0001,2.0,0.9291639052523609,39,8.818057281163865,24.74509941447726,0.1235101642271872,24.868609578704444
0.9999937131259645,-0.037877265052304133,-0.06474668193637641,0.4398707871390984,0.0001,2.0,0.9291639052523609,39,8.818057276931066,24.745099416565076,0.12351016213885044,24.86860957870392
0.9999937131259645,-0.037877265052304133,-0.06474668193637641,0.4398707871390984,0.0001,2.0,0.9291639052523609,39,8.818057276931066,24.745099416565076,0.12351016213885044,24.86860957870392
0.9999937231259646,-0.037877265052304133,-0.06474668193637641,0.4398707871390984,0.0001,2.0,0.9291639052523609,39,8.818057276931135,24.745099416565324,0.12351016213861804,24.868609578703943
0.9999937280271257,-0.037877265052304133,-0.06474668193637641,0.4398707871390984,0.0001,2.0,0.9291639052523609,39,8.818057276931166,24.745099416565445,0.12351016213850423,24.86860957870395
0.9999937102771759,-0.03787722760697325,-0.06474668656565802,0.43987079248057714,0.0001,2.0,0.9291639048962623,39,8.81805726430522,24.745099417127,0.12351016157624037,24.868609578703243
0.9999937131259645,-0.037877265052304133,-0.06474668193637641,0.4398707871390984,0.0001,2.0,0.929163915252361,39,8.818057277621246,24.745099417437483,0.12351016126643871,24.86860957870392
0.9999937131259645,-0.037877265052304133,-0.06474668193637641,0.4398707871390984,0.0001,2.0,0.9291639201535221,39,8.818057277959515,24.74509941786507,0.12351016083885569,24.868609578703925
0.9999937131259645,-0.03787725505230413,-0.06474668193637641,0.4398707871390984,0.0001,2.0,0.9291639052523609,39,8.818057274090524,24.74509941796627,0.12351016073739188,24.868609578703662
0.9999937131259645,-0.037877265052304133,-0.06474668193637641,0.4398707871390984,0.0001,1.99999999,0.9291639052523609,39,8.818057277407874,24.745099418017173,0.12351016301126236,24.86860958102843
